city,population,death,rate
南投縣,504098,26,5.158
嘉義市,269938,4,1.482
嘉義縣,514134,20,3.89
基隆市,371973,8,2.151
宜蘭縣,457205,10,2.187
屏東縣,834191,37,4.435
彰化縣,1285885,54,4.199
新北市,3980414,52,1.306
新竹市,438322,8,1.825
新竹縣,548418,18,3.282
桃園市,2156999,51,2.364
澎湖縣,103343,4,3.871
臺中市,2772118,52,1.876
臺北市,2693313,20,0.743
臺南市,1886368,59,3.128
臺東縣,220465,8,3.629
花蓮縣,330484,29,8.775
苗栗縣,557741,19,3.407
連江縣,12678,0,0
金門縣,135342,2,1.478
雲林縣,693525,41,5.912
高雄市,2778726,57,2.051
