city,population,death,rate
南投縣,510632,72,14.1
嘉義市,270656,13,4.803
嘉義縣,520910,72,13.822
基隆市,372604,22,5.904
宜蘭縣,458375,55,11.999
屏東縣,842976,150,17.794
彰化縣,1288529,121,9.391
新北市,3966533,139,3.504
新竹市,433091,22,5.08
新竹縣,540193,46,8.515
桃園市,2092977,123,5.877
澎湖縣,101734,9,8.847
臺中市,2736813,172,6.285
臺北市,2701571,85,3.146
臺南市,1885079,193,10.238
臺東縣,222967,22,9.867
花蓮縣,332091,50,15.056
苗栗縣,564855,55,9.737
連江縣,12524,0,0
金門縣,131099,6,4.577
雲林縣,700846,129,18.406
高雄市,2777948,243,8.747
