city,population,death,rate
南投縣,501474,85,16.95
嘉義市,269338,16,5.94
嘉義縣,511520,82,16.031
基隆市,371560,25,6.728
宜蘭縣,456688,51,11.167
屏東縣,830303,180,21.679
彰化縣,1282669,175,13.643
新北市,3986291,230,5.77
新竹市,440717,35,7.942
新竹縣,551816,78,14.135
桃園市,2184655,194,8.88
澎湖縣,104005,13,12.499
臺中市,2785159,196,7.037
臺北市,2683321,93,3.466
臺南市,1886465,220,11.662
臺東縣,219627,42,19.123
花蓮縣,329374,74,22.467
苗栗縣,554267,78,14.073
連江縣,12841,0,0
金門縣,137255,11,8.014
雲林縣,690662,149,21.574
高雄市,2776846,274,9.867
