city,population,death,rate
南投縣,504838,8,1.585
嘉義市,269879,1,0.371
嘉義縣,515012,11,2.136
基隆市,372044,1,0.269
宜蘭縣,457349,4,0.875
屏東縣,835409,17,2.035
彰化縣,1286842,26,2.02
新北市,3979963,20,0.503
新竹市,437753,2,0.457
新竹縣,547794,12,2.191
桃園市,2150685,16,0.744
澎湖縣,103303,2,1.936
臺中市,2769005,25,0.903
臺北市,2695371,7,0.26
臺南市,1886075,17,0.901
臺東縣,220712,2,0.906
花蓮縣,330810,9,2.721
苗栗縣,558779,7,1.253
連江縣,12649,0,0
金門縣,135223,1,0.74
雲林縣,694519,14,2.016
高雄市,2779332,19,0.684
