city,population,death,rate
南投縣,497031,83,16.699
嘉義市,268622,17,6.329
嘉義縣,507068,122,24.06
基隆市,370155,34,9.185
宜蘭縣,455221,82,18.013
屏東縣,825406,199,24.109
彰化縣,1277824,196,15.339
新北市,3995717,248,6.207
新竹市,445635,48,10.771
新竹縣,557010,81,14.542
桃園市,2220872,244,10.987
澎湖縣,104440,10,9.575
臺中市,2803894,245,8.738
臺北市,2668572,137,5.134
臺南市,1883831,289,15.341
臺東縣,218919,51,23.296
花蓮縣,327968,56,17.075
苗栗縣,548863,79,14.393
連江縣,13056,0,0
金門縣,139273,9,6.462
雲林縣,686022,172,25.072
高雄市,2773533,280,10.095
