city,population,death,rate
南投縣,508586,13,2.556
嘉義市,270297,1,0.37
嘉義縣,519045,17,3.275
基隆市,371914,3,0.807
宜蘭縣,457995,10,2.183
屏東縣,840408,44,5.236
彰化縣,1289209,29,2.249
新北市,3971660,55,1.385
新竹市,434279,6,1.382
新竹縣,542821,12,2.211
桃園市,2111148,32,1.516
澎湖縣,102336,2,1.954
臺中市,2747561,47,1.711
臺北市,2704410,32,1.183
臺南市,1885453,48,2.546
臺東縣,222118,8,3.602
花蓮縣,331801,14,4.219
苗栗縣,563084,15,2.664
連江縣,12523,0,0
金門縣,132960,0,0
雲林縣,698753,34,4.866
高雄市,2778574,58,2.087
