city,population,death,rate
南投縣,492733,44,8.93
嘉義市,267034,14,5.243
嘉義縣,501212,64,12.769
基隆市,368528,10,2.713
宜蘭縣,453891,44,9.694
屏東縣,815789,107,13.116
彰化縣,1269791,100,7.875
新北市,4026646,113,2.806
新竹市,450021,31,6.889
新竹縣,566998,47,8.289
桃園市,2258099,143,6.333
澎湖縣,105028,5,4.761
臺中市,2816917,169,5.999
臺北市,2624143,54,2.058
臺南市,1877891,147,7.828
臺東縣,215940,36,16.671
花蓮縣,325271,39,11.99
苗栗縣,544135,47,8.638
連江縣,13049,0,0
金門縣,139588,4,2.866
雲林縣,679273,82,12.072
高雄市,2771846,180,6.494
