city,population,death,rate
南投縣,491546,70,14.241
嘉義市,266251,21,7.887
嘉義縣,500117,113,22.595
基隆市,367890,21,5.708
宜蘭縣,453309,70,15.442
屏東縣,813676,171,21.016
彰化縣,1267786,180,14.198
新北市,4029920,188,4.665
新竹市,450793,43,9.539
新竹縣,569565,70,12.29
桃園市,2265940,218,9.621
澎湖縣,105912,9,8.498
臺中市,2817547,269,9.547
臺北市,2608332,86,3.297
臺南市,1875909,254,13.54
臺東縣,215468,51,23.669
花蓮縣,324602,67,20.641
苗栗縣,543287,86,15.83
連江縣,13149,0,0
金門縣,140420,6,4.273
雲林縣,677669,138,20.364
高雄市,2767383,295,10.66
