city,population,death,rate
南投縣,494352,77,15.576
嘉義市,267733,21,7.844
嘉義縣,503357,105,20.86
基隆市,368905,25,6.777
宜蘭縣,454226,72,15.851
屏東縣,819429,156,19.038
彰化縣,1272789,188,14.771
新北市,4016477,210,5.228
新竹市,448472,48,10.703
新竹縣,563368,70,12.425
桃園市,2246893,228,10.147
澎湖縣,105236,8,7.602
臺中市,2814224,242,8.599
臺北市,2645293,122,4.612
臺南市,1881156,268,14.247
臺東縣,216966,56,25.81
花蓮縣,326369,46,14.094
苗栗縣,545645,76,13.928
連江縣,13093,3,22.913
金門縣,140149,4,2.854
雲林縣,681584,153,22.448
高雄市,2773060,315,11.359
