city,population,death,rate
南投縣,481670,33,6.851
嘉義市,262983,11,4.183
嘉義縣,490423,50,10.195
基隆市,361320,11,3.044
宜蘭縣,448933,30,6.683
屏東縣,801201,85,10.609
彰化縣,1247683,98,7.855
新北市,3972841,126,3.172
新竹市,450347,22,4.885
新竹縣,576027,44,7.639
桃園市,2262765,102,4.508
澎湖縣,106238,4,3.765
臺中市,2799312,129,4.608
臺北市,2470599,44,1.781
臺南市,1851483,132,7.129
臺東縣,212924,17,7.984
花蓮縣,319351,28,8.768
苗栗縣,535414,28,5.23
連江縣,13782,0,0
金門縣,140323,3,2.138
雲林縣,666425,60,9.003
高雄市,2724134,154,5.653
