city,population,death,rate
南投縣,515081,75,14.561
嘉義市,270826,15,5.539
嘉義縣,526028,83,15.779
基隆市,373597,25,6.692
宜蘭縣,458784,60,13.078
屏東縣,849326,157,18.485
彰化縣,1292126,190,14.704
新北市,3961374,161,4.064
新竹市,431029,40,9.28
新竹縣,536111,67,12.497
桃園市,2054260,159,7.74
澎湖縣,101482,8,7.883
臺中市,2712948,226,8.33
臺北市,2695649,94,3.487
臺南市,1883493,222,11.787
臺東縣,224931,37,16.449
花蓮縣,333531,70,20.988
苗栗縣,566918,67,11.818
連江縣,12481,0,0
金門縣,126156,3,2.378
雲林縣,706688,117,16.556
高雄市,2777461,289,10.405
