city,population,death,rate
南投縣,510094,79,15.487
嘉義市,270473,16,5.916
嘉義縣,520670,82,15.749
基隆市,372511,25,6.711
宜蘭縣,458261,64,13.966
屏東縣,842425,168,19.942
彰化縣,1288295,139,10.789
新北市,3967483,154,3.882
新竹市,433348,26,6
新竹縣,540605,54,9.989
桃園市,2096432,139,6.63
澎湖縣,102204,10,9.784
臺中市,2738553,198,7.23
臺北市,2700115,93,3.444
臺南市,1885037,211,11.193
臺東縣,222910,25,11.215
花蓮縣,332026,55,16.565
苗栗縣,564549,64,11.336
連江縣,12545,0,0
金門縣,131905,8,6.065
雲林縣,700437,144,20.559
高雄市,2777870,278,10.008
