city,population,death,rate
南投縣,511060,60,11.74
嘉義市,270732,11,4.063
嘉義縣,521186,63,12.088
基隆市,372620,19,5.099
宜蘭縣,458299,50,10.91
屏東縣,843522,129,15.293
彰化縣,1288930,109,8.457
新北市,3966071,123,3.101
新竹市,432966,21,4.85
新竹縣,539620,41,7.598
桃園市,2089553,113,5.408
澎湖縣,101777,7,6.878
臺中市,2733761,153,5.597
臺北市,2703444,74,2.737
臺南市,1885077,158,8.382
臺東縣,223025,18,8.071
花蓮縣,332242,41,12.34
苗栗縣,565300,46,8.137
連江縣,12506,0,0
金門縣,130461,6,4.599
雲林縣,701280,105,14.973
高雄市,2778276,212,7.631
