city,population,death,rate
南投縣,499194,41,8.213
嘉義市,268951,7,2.603
嘉義縣,509161,58,11.391
基隆市,370795,17,4.585
宜蘭縣,456006,41,8.991
屏東縣,828275,111,13.401
彰化縣,1279276,104,8.13
新北市,3987520,116,2.909
新竹市,443351,19,4.286
新竹縣,554541,34,6.131
桃園市,2204824,112,5.08
澎湖縣,104013,5,4.807
臺中市,2794933,114,4.079
臺北市,2675713,59,2.205
臺南市,1884717,151,8.012
臺東縣,219643,27,12.293
花蓮縣,328749,30,9.126
苗栗縣,551082,45,8.166
連江縣,13044,0,0
金門縣,137837,3,2.176
雲林縣,688717,91,13.213
高雄市,2773932,124,4.47
