city,population,death,rate
南投縣,485983,68,13.992
嘉義市,265208,15,5.656
嘉義縣,494293,107,21.647
基隆市,364766,26,7.128
宜蘭縣,451175,86,19.061
屏東縣,805717,162,20.106
彰化縣,1257033,164,13.047
新北市,4014869,208,5.181
新竹市,452844,32,7.066
新竹縣,574806,69,12.004
桃園市,2272663,220,9.68
澎湖縣,106147,9,8.479
臺中市,2815477,244,8.666
臺北市,2538299,106,4.176
臺南市,1864799,252,13.514
臺東縣,213718,50,23.395
花蓮縣,321971,50,15.529
苗栗縣,538940,102,18.926
連江縣,13516,0,0
金門縣,141180,2,1.417
雲林縣,671182,125,18.624
高雄市,2749293,270,9.821
