city,population,death,rate
南投縣,506966,53,10.454
嘉義市,270125,10,3.702
嘉義縣,517224,64,12.374
基隆市,371901,13,3.496
宜蘭縣,457746,39,8.52
屏東縣,838166,132,15.749
彰化縣,1288970,116,8.999
新北市,3973655,154,3.876
新竹市,435488,18,4.133
新竹縣,545204,45,8.254
桃園市,2128594,102,4.792
澎湖縣,102357,7,6.839
臺中市,2756256,150,5.442
臺北市,2701645,87,3.22
臺南市,1885629,159,8.432
臺東縣,221408,21,9.485
花蓮縣,331323,47,14.186
苗栗縣,561138,54,9.623
連江縣,12531,1,7.98
金門縣,133448,2,1.499
雲林縣,696691,102,14.641
高雄市,2778285,210,7.559
