city,population,death,rate
南投縣,514836,100,19.424
嘉義市,270858,17,6.276
嘉義縣,525579,105,19.978
基隆市,373340,30,8.036
宜蘭縣,458880,78,16.998
屏東縣,848804,198,23.327
彰化縣,1292226,223,17.257
新北市,3963970,203,5.121
新竹市,431601,48,11.121
新竹縣,536954,83,15.458
桃園市,2056273,201,9.775
澎湖縣,101636,10,9.839
臺中市,2716497,277,10.197
臺北市,2700091,126,4.667
臺南市,1883844,273,14.492
臺東縣,224719,40,17.8
花蓮縣,333484,82,24.589
苗栗縣,567202,83,14.633
連江縣,12528,0,0
金門縣,126964,4,3.15
雲林縣,706174,148,20.958
高雄市,2778155,347,12.49
