city,population,death,rate
南投縣,490832,83,16.91
嘉義市,266005,27,10.15
嘉義縣,499481,128,25.627
基隆市,367577,26,7.073
宜蘭縣,453087,79,17.436
屏東縣,812658,215,26.456
彰化縣,1266670,208,16.421
新北市,4030954,232,5.755
新竹市,451412,49,10.855
新竹縣,570775,91,15.943
桃園市,2268807,267,11.768
澎湖縣,105952,11,10.382
臺中市,2820787,330,11.699
臺北市,2602418,107,4.112
臺南市,1874917,317,16.907
臺東縣,215261,62,28.802
花蓮縣,324372,74,22.813
苗栗縣,542590,99,18.246
連江縣,13279,0,0
金門縣,140597,7,4.979
雲林縣,676873,166,24.525
高雄市,2765932,350,12.654
