city,population,death,rate
南投縣,495084,42,8.483
嘉義市,268231,14,5.219
嘉義縣,504453,62,12.291
基隆市,369360,20,5.415
宜蘭縣,454636,49,10.778
屏東縣,821196,98,11.934
彰化縣,1274274,127,9.966
新北市,4007814,133,3.319
新竹市,447484,31,6.928
新竹縣,560719,38,6.777
桃園市,2237943,140,6.256
澎湖縣,104708,5,4.775
臺中市,2811148,153,5.443
臺北市,2654008,82,3.09
臺南市,1881796,167,8.875
臺東縣,217540,34,15.629
花蓮縣,326813,24,7.344
苗栗縣,546461,52,9.516
連江縣,13062,1,7.656
金門縣,139365,4,2.87
雲林縣,682912,100,14.643
高雄市,2773591,206,7.427
