city,population,death,rate
南投縣,500103,20,3.999
嘉義市,269307,4,1.485
嘉義縣,510018,28,5.49
基隆市,371119,8,2.156
宜蘭縣,456068,17,3.728
屏東縣,828654,61,7.361
彰化縣,1280528,46,3.592
新北市,3986382,61,1.53
新竹市,442315,4,0.904
新竹縣,552877,14,2.532
桃園市,2196349,57,2.595
澎湖縣,104086,3,2.882
臺中市,2792164,58,2.077
臺北市,2680218,32,1.194
臺南市,1885882,79,4.189
臺東縣,219466,12,5.468
花蓮縣,328695,16,4.868
苗栗縣,552161,20,3.622
連江縣,12923,0,0
金門縣,137642,2,1.453
雲林縣,689098,46,6.675
高雄市,2775935,67,2.414
