city,population,death,rate
南投縣,494692,64,12.937
嘉義市,267863,17,6.347
嘉義縣,503773,78,15.483
基隆市,369132,22,5.96
宜蘭縣,454345,63,13.866
屏東縣,820155,126,15.363
彰化縣,1273130,153,12.018
新北市,4012918,163,4.062
新竹市,447952,37,8.26
新竹縣,562674,50,8.886
桃園市,2242685,185,8.249
澎湖縣,105152,7,6.657
臺中市,2812507,198,7.04
臺北市,2647164,102,3.853
臺南市,1881494,206,10.949
臺東縣,217166,46,21.182
花蓮縣,326576,36,11.023
苗栗縣,546093,64,11.72
連江縣,13060,1,7.657
金門縣,139987,4,2.857
雲林縣,682066,126,18.473
高雄市,2773199,257,9.267
