city,population,death,rate
南投縣,495891,24,4.84
嘉義市,268474,10,3.725
嘉義縣,505408,34,6.727
基隆市,369820,16,4.326
宜蘭縣,454732,29,6.377
屏東縣,822709,59,7.171
彰化縣,1275669,63,4.939
新北市,4000164,77,1.925
新竹市,446701,19,4.253
新竹縣,558507,20,3.581
桃園市,2230653,82,3.676
澎湖縣,104683,2,1.911
臺中市,2809004,86,3.062
臺北市,2661317,51,1.916
臺南市,1883078,94,4.992
臺東縣,218119,19,8.711
花蓮縣,327349,17,5.193
苗栗縣,547387,29,5.298
連江縣,13056,0,0
金門縣,139464,1,0.717
雲林縣,683898,61,8.919
高雄市,2773229,119,4.291
