city,population,death,rate
南投縣,506052,69,13.635
嘉義市,269890,12,4.446
嘉義縣,516531,75,14.52
基隆市,372019,17,4.57
宜蘭縣,457671,52,11.362
屏東縣,837048,159,18.995
彰化縣,1287665,154,11.96
新北市,3974911,190,4.78
新竹市,436220,21,4.814
新竹縣,546272,60,10.984
桃園市,2136702,140,6.552
澎湖縣,102880,10,9.72
臺中市,2759887,187,6.776
臺北市,2696316,112,4.154
臺南市,1885499,201,10.66
臺東縣,221199,29,13.11
花蓮縣,331223,53,16.001
苗栗縣,560271,70,12.494
連江縣,12586,1,7.945
金門縣,134419,2,1.488
雲林縣,695925,123,17.674
高雄市,2778332,255,9.178
