city,population,death,rate
南投縣,501757,77,15.346
嘉義市,269364,15,5.569
嘉義縣,511797,75,14.654
基隆市,371669,23,6.188
宜蘭縣,456756,43,9.414
屏東縣,830697,170,20.465
彰化縣,1282934,161,12.549
新北市,3985698,208,5.219
新竹市,440409,34,7.72
新竹縣,551447,72,13.057
桃園市,2181470,173,7.93
澎湖縣,103956,12,11.543
臺中市,2783298,178,6.395
臺北市,2683202,85,3.168
臺南市,1886387,196,10.39
臺東縣,219686,39,17.753
花蓮縣,329462,70,21.247
苗栗縣,554652,72,12.981
連江縣,12823,0,0
金門縣,137042,11,8.027
雲林縣,691021,137,19.826
高雄市,2776791,246,8.859
