city,population,death,rate
南投縣,501051,89,17.763
嘉義市,269398,18,6.682
嘉義縣,511182,95,18.584
基隆市,371458,30,8.076
宜蘭縣,456607,58,12.702
屏東縣,829939,203,24.46
彰化縣,1282458,193,15.049
新北市,3986689,256,6.421
新竹市,441132,39,8.841
新竹縣,552169,86,15.575
桃園市,2188017,213,9.735
澎湖縣,104073,15,14.413
臺中市,2787070,217,7.786
臺北市,2683257,106,3.95
臺南市,1886522,246,13.04
臺東縣,219540,47,21.408
花蓮縣,329237,82,24.906
苗栗縣,553807,85,15.348
連江縣,12880,0,0
金門縣,137456,12,8.73
雲林縣,690373,165,23.9
高雄市,2776912,289,10.407
