city,population,death,rate
南投縣,497486,74,14.875
嘉義市,268697,14,5.21
嘉義縣,507462,110,21.676
基隆市,370206,31,8.374
宜蘭縣,455376,76,16.69
屏東縣,826323,176,21.299
彰化縣,1278371,177,13.846
新北市,3993872,227,5.684
新竹市,445107,45,10.11
新竹縣,556622,75,13.474
桃園市,2217776,216,9.739
澎湖縣,104441,10,9.575
臺中市,2801238,225,8.032
臺北市,2669634,125,4.682
臺南市,1883760,266,14.121
臺東縣,219145,47,21.447
花蓮縣,328264,53,16.146
苗栗縣,549405,71,12.923
連江縣,13042,0,0
金門縣,138963,8,5.757
雲林縣,686674,160,23.301
高雄市,2773001,247,8.907
