city,population,death,rate
南投縣,509911,85,16.67
嘉義市,270396,16,5.917
嘉義縣,520424,98,18.831
基隆市,372355,25,6.714
宜蘭縣,458078,70,15.281
屏東縣,842097,189,22.444
彰化縣,1288346,162,12.574
新北市,3968921,166,4.182
新竹市,433581,30,6.919
新竹縣,541078,62,11.459
桃園市,2099583,159,7.573
澎湖縣,102279,11,10.755
臺中市,2740634,214,7.808
臺北市,2701514,110,4.072
臺南市,1885175,235,12.466
臺東縣,222708,29,13.022
花蓮縣,332063,60,18.069
苗栗縣,564305,72,12.759
連江縣,12547,0,0
金門縣,132269,8,6.048
雲林縣,700127,157,22.425
高雄市,2778249,318,11.446
