city,population,death,rate
南投縣,492877,34,6.898
嘉義市,267203,11,4.117
嘉義縣,501376,54,10.77
基隆市,368686,8,2.17
宜蘭縣,453970,38,8.371
屏東縣,816173,88,10.782
彰化縣,1269953,81,6.378
新北市,4026407,93,2.31
新竹市,449806,23,5.113
新竹縣,566434,37,6.532
桃園市,2256665,110,4.874
澎湖縣,105022,5,4.761
臺中市,2816494,153,5.432
臺北市,2626385,45,1.713
臺南市,1878253,121,6.442
臺東縣,216045,29,13.423
花蓮縣,325453,25,7.682
苗栗縣,544339,37,6.797
連江縣,13036,0,0
金門縣,139683,3,2.148
雲林縣,679468,72,10.597
高雄市,2772834,149,5.374
