city,population,death,rate
南投縣,500449,10,1.998
嘉義市,269327,3,1.114
嘉義縣,510498,15,2.938
基隆市,371204,4,1.078
宜蘭縣,456259,13,2.849
屏東縣,829094,39,4.704
彰化縣,1281304,35,2.732
新北市,3986501,42,1.054
新竹市,441817,4,0.905
新竹縣,552488,9,1.629
桃園市,2193098,36,1.642
澎湖縣,104087,3,2.882
臺中市,2790381,37,1.326
臺北市,2681375,23,0.858
臺南市,1886074,49,2.598
臺東縣,219436,7,3.19
花蓮縣,328853,8,2.433
苗栗縣,552807,12,2.171
連江縣,12902,0,0
金門縣,137625,2,1.453
雲林縣,689463,32,4.641
高雄市,2776366,41,1.477
