city,population,death,rate
南投縣,487743,46,9.431
嘉義市,264721,10,3.778
嘉義縣,496440,72,14.503
基隆市,365891,15,4.1
宜蘭縣,451946,66,14.604
屏東縣,807970,114,14.109
彰化縣,1260388,105,8.331
新北市,4021398,146,3.631
新竹市,452807,21,4.638
新竹縣,573385,46,8.023
桃園市,2272459,145,6.381
澎湖縣,105634,6,5.68
臺中市,2819081,178,6.314
臺北市,2562738,73,2.849
臺南市,1868739,190,10.167
臺東縣,214132,35,16.345
花蓮縣,322836,33,10.222
苗栗縣,540312,66,12.215
連江縣,13449,0,0
金門縣,139764,1,0.715
雲林縣,673309,89,13.218
高雄市,2755491,193,7.004
