city,population,death,rate
南投縣,509738,95,18.637
嘉義市,270415,20,7.396
嘉義縣,520119,109,20.957
基隆市,372226,28,7.522
宜蘭縣,458070,76,16.591
屏東縣,841669,204,24.238
彰化縣,1288696,178,13.812
新北市,3969855,189,4.761
新竹市,433774,37,8.53
新竹縣,541527,73,13.48
桃園市,2102513,184,8.751
澎湖縣,102317,12,11.728
臺中市,2742503,245,8.933
臺北市,2702809,121,4.477
臺南市,1885390,263,13.949
臺東縣,222645,32,14.373
花蓮縣,332033,64,19.275
苗栗縣,564111,75,13.295
連江縣,12546,0,0
金門縣,132532,9,6.791
雲林縣,699793,173,24.722
高雄市,2778512,336,12.093
