city,population,death,rate
南投縣,507852,33,6.498
嘉義市,270463,5,1.849
嘉義縣,518026,31,5.984
基隆市,372037,7,1.882
宜蘭縣,457815,23,5.024
屏東縣,839339,82,9.77
彰化縣,1288923,62,4.81
新北市,3971000,103,2.594
新竹市,434674,12,2.761
新竹縣,543600,19,3.495
桃園市,2116988,56,2.645
澎湖縣,102369,3,2.931
臺中市,2750322,85,3.091
臺北市,2703829,51,1.886
臺南市,1885252,100,5.304
臺東縣,221817,11,4.959
花蓮縣,331498,26,7.843
苗栗縣,562133,25,4.447
連江縣,12522,1,7.986
金門縣,133086,1,0.751
雲林縣,697752,58,8.312
高雄市,2778107,123,4.427
