city,population,death,rate
南投縣,503575,36,7.149
嘉義市,269793,10,3.707
嘉義縣,513393,36,7.012
基隆市,371981,16,4.301
宜蘭縣,457133,22,4.813
屏東縣,832994,69,8.283
彰化縣,1284785,80,6.227
新北市,3982268,102,2.561
新竹市,438863,17,3.874
新竹縣,549118,33,6.01
桃園市,2163728,79,3.651
澎湖縣,103434,6,5.801
臺中市,2775294,90,3.243
臺北市,2690813,33,1.226
臺南市,1886473,95,5.036
臺東縣,220191,13,5.904
花蓮縣,330139,38,11.51
苗栗縣,556638,36,6.467
連江縣,12696,0,0
金門縣,135535,6,4.427
雲林縣,692818,64,9.238
高雄市,2778415,104,3.743
