city,population,death,rate
南投縣,498425,49,9.831
嘉義市,268809,9,3.348
嘉義縣,508372,82,16.13
基隆市,370461,21,5.669
宜蘭縣,455758,58,12.726
屏東縣,827599,140,16.916
彰化縣,1278568,134,10.48
新北市,3990211,160,4.01
新竹市,443969,26,5.856
新竹縣,555604,51,9.179
桃園市,2211127,161,7.281
澎湖縣,103976,6,5.771
臺中市,2797223,162,5.791
臺北市,2672092,86,3.218
臺南市,1884327,185,9.818
臺東縣,219489,35,15.946
花蓮縣,328601,41,12.477
苗栗縣,550386,58,10.538
連江縣,13074,0,0
金門縣,138026,4,2.898
雲林縣,688081,124,18.021
高雄市,2773093,173,6.239
