city,population,death,rate
南投縣,492168,58,11.785
嘉義市,266668,18,6.75
嘉義縣,500654,85,16.978
基隆市,368184,16,4.346
宜蘭縣,453646,59,13.006
屏東縣,814895,143,17.548
彰化縣,1268766,147,11.586
新北市,4028324,151,3.748
新竹市,450288,38,8.439
新竹縣,568516,57,10.026
桃園市,2262440,173,7.647
澎湖縣,105277,7,6.649
臺中市,2816819,219,7.775
臺北市,2615642,68,2.6
臺南市,1876829,195,10.39
臺東縣,215674,44,20.401
花蓮縣,325018,55,16.922
苗栗縣,543711,59,10.851
連江縣,13089,0,0
金門縣,139703,4,2.863
雲林縣,678589,115,16.947
高雄市,2769434,231,8.341
