city,population,death,rate
南投縣,506530,61,12.043
嘉義市,269992,12,4.445
嘉義縣,516915,69,13.348
基隆市,371986,14,3.764
宜蘭縣,457788,49,10.704
屏東縣,837700,145,17.309
彰化縣,1288345,133,10.323
新北市,3974278,166,4.177
新竹市,435805,19,4.36
新竹縣,545674,55,10.079
桃園市,2132854,120,5.626
澎湖縣,102406,8,7.812
臺中市,2758136,170,6.164
臺北市,2698591,97,3.594
臺南市,1885601,179,9.493
臺東縣,221324,27,12.199
花蓮縣,331332,50,15.091
苗栗縣,560745,65,11.592
連江縣,12550,1,7.968
金門縣,133656,2,1.496
雲林縣,696315,116,16.659
高雄市,2778318,237,8.53
