city,population,death,rate
南投縣,512460,28,5.464
嘉義市,271009,5,1.845
嘉義縣,522587,41,7.846
基隆市,372985,9,2.413
宜蘭縣,458273,34,7.419
屏東縣,845079,73,8.638
彰化縣,1289792,58,4.497
新北市,3964888,82,2.068
新竹市,432559,10,2.312
新竹縣,538153,25,4.646
桃園市,2077929,59,2.839
澎湖縣,101842,3,2.946
臺中市,2727460,100,3.666
臺北市,2705949,41,1.515
臺南市,1885287,91,4.827
臺東縣,223559,12,5.368
花蓮縣,332674,26,7.815
苗栗縣,566199,26,4.592
連江縣,12485,0,0
金門縣,129423,4,3.091
雲林縣,702881,52,7.398
高雄市,2778914,108,3.886
