city,population,death,rate
南投縣,502932,54,10.737
嘉義市,269608,12,4.451
嘉義縣,512792,54,10.531
基隆市,371853,20,5.378
宜蘭縣,456985,27,5.908
屏東縣,832127,103,12.378
彰化縣,1284045,112,8.722
新北市,3984051,141,3.539
新竹市,439435,22,5.006
新竹縣,550070,48,8.726
桃園市,2171127,111,5.113
澎湖縣,103419,10,9.669
臺中市,2778182,130,4.679
臺北市,2687629,60,2.232
臺南市,1886267,127,6.733
臺東縣,219974,25,11.365
花蓮縣,329845,52,15.765
苗栗縣,555972,49,8.813
連江縣,12727,0,0
金門縣,135816,8,5.89
雲林縣,692074,90,13.004
高雄市,2777873,164,5.904
