city,population,death,rate
南投縣,514315,108,20.999
嘉義市,270883,19,7.014
嘉義縣,524783,116,22.104
基隆市,373077,35,9.381
宜蘭縣,458777,86,18.745
屏東縣,847917,217,25.592
彰化縣,1291474,257,19.9
新北市,3966818,219,5.521
新竹市,431988,55,12.732
新竹縣,537630,92,17.112
桃園市,2058328,221,10.737
澎湖縣,101758,11,10.81
臺中市,2719835,302,11.104
臺北市,2702315,138,5.107
臺南市,1884284,290,15.39
臺東縣,224470,45,20.047
花蓮縣,333392,96,28.795
苗栗縣,567132,94,16.575
連江縣,12506,0,0
金門縣,127723,4,3.132
雲林縣,705356,159,22.542
高雄市,2778992,387,13.926
