city,population,death,rate
南投縣,499531,34,6.806
嘉義市,269091,7,2.601
嘉義縣,509360,48,9.424
基隆市,370944,12,3.235
宜蘭縣,456047,31,6.798
屏東縣,828463,97,11.708
彰化縣,1279460,77,6.018
新北市,3986911,108,2.709
新竹市,443038,11,2.483
新竹縣,553978,30,5.415
桃園市,2202034,96,4.36
澎湖縣,104107,4,3.842
臺中市,2793980,95,3.4
臺北市,2676767,52,1.943
臺南市,1884935,127,6.738
臺東縣,219744,20,9.101
花蓮縣,328721,25,7.605
苗栗縣,551337,34,6.167
連江縣,13003,0,0
金門縣,137860,3,2.176
雲林縣,688781,79,11.47
高雄市,2774323,108,3.893
