city,population,death,rate
南投縣,486455,60,12.334
嘉義市,265002,11,4.151
嘉義縣,494868,98,19.803
基隆市,365117,18,4.93
宜蘭縣,451422,79,17.5
屏東縣,806305,141,17.487
彰化縣,1257992,146,11.606
新北市,4017632,187,4.654
新竹市,452882,29,6.403
新竹縣,574512,57,9.921
桃園市,2272812,204,8.976
澎湖縣,106036,9,8.488
臺中市,2816393,213,7.563
臺北市,2544720,96,3.773
臺南市,1866073,233,12.486
臺東縣,213818,44,20.578
花蓮縣,322260,47,14.584
苗栗縣,539361,92,17.057
連江縣,13429,0,0
金門縣,140856,2,1.42
雲林縣,671686,111,16.526
高雄市,2751317,237,8.614
