city,population,death,rate
南投縣,490399,4,0.816
嘉義市,265852,1,0.376
嘉義縣,498894,6,1.203
基隆市,367379,4,1.089
宜蘭縣,452941,13,2.87
屏東縣,811978,18,2.217
彰化縣,1265654,18,1.422
新北市,4029774,30,0.744
新竹市,451655,4,0.886
新竹縣,570982,7,1.226
桃園市,2269216,18,0.793
澎湖縣,105913,1,0.944
臺中市,2820943,27,0.957
臺北市,2597635,14,0.539
臺南市,1873755,31,1.654
臺東縣,215113,8,3.719
花蓮縣,324074,5,1.543
苗栗縣,542127,14,2.582
連江縣,13303,0,0
金門縣,140536,0,0
雲林縣,676219,12,1.775
高雄市,2764291,30,1.085
