city,population,death,rate
南投縣,484422,9,1.858
嘉義市,264544,1,0.378
嘉義縣,492676,9,1.827
基隆市,363594,0,0
宜蘭縣,450406,7,1.554
屏東縣,803787,21,2.613
彰化縣,1254308,24,1.913
新北市,4003812,23,0.574
新竹市,452586,5,1.105
新竹縣,575754,11,1.911
桃園市,2271637,29,1.277
澎湖縣,106296,1,0.941
臺中市,2812308,28,0.996
臺北市,2514425,13,0.517
臺南市,1860379,24,1.29
臺東縣,213296,8,3.751
花蓮縣,321063,5,1.557
苗栗縣,537817,8,1.487
連江縣,13665,0,0
金門縣,141505,2,1.413
雲林縣,669354,9,1.345
高雄市,2742032,23,0.839
