city,population,death,rate
南投縣,493743,14,2.835
嘉義市,267598,5,1.868
嘉義縣,502385,26,5.175
基隆市,368870,3,0.813
宜蘭縣,454099,15,3.303
屏東縣,817803,42,5.136
彰化縣,1271761,31,2.438
新北市,4022450,51,1.268
新竹市,449251,11,2.449
新竹縣,564832,17,3.01
桃園市,2252835,52,2.308
澎湖縣,105121,0,0
臺中市,2816052,61,2.166
臺北市,2639084,15,0.568
臺南市,1879647,57,3.032
臺東縣,216453,17,7.854
花蓮縣,325857,11,3.376
苗栗縣,545158,12,2.201
連江縣,13059,0,0
金門縣,140081,3,2.142
雲林縣,680448,24,3.527
高雄市,2774316,69,2.487
