city,population,death,rate
南投縣,500686,7,1.398
嘉義市,269345,2,0.743
嘉義縣,510806,7,1.37
基隆市,371317,2,0.539
宜蘭縣,456362,8,1.753
屏東縣,829475,25,3.014
彰化縣,1281940,24,1.872
新北市,3986348,27,0.677
新竹市,441639,2,0.453
新竹縣,552334,4,0.724
桃園市,2191034,16,0.73
澎湖縣,104105,2,1.921
臺中市,2788828,22,0.789
臺北市,2682721,11,0.41
臺南市,1886251,28,1.484
臺東縣,219467,3,1.367
花蓮縣,329016,4,1.216
苗栗縣,553245,7,1.265
連江縣,12906,0,0
金門縣,137577,2,1.454
雲林縣,689861,17,2.464
高雄市,2776786,25,0.9
