city,population,death,rate
南投縣,515345,65,12.613
嘉義市,270885,13,4.799
嘉義縣,526469,70,13.296
基隆市,373721,25,6.689
宜蘭縣,458877,56,12.204
屏東縣,849794,139,16.357
彰化縣,1292599,164,12.688
新北市,3959855,145,3.662
新竹市,430644,32,7.431
新竹縣,535307,61,11.395
桃園市,2052529,147,7.162
澎湖縣,101110,7,6.923
臺中市,2711252,196,7.229
臺北市,2695007,82,3.043
臺南市,1883451,192,10.194
臺東縣,225061,34,15.107
花蓮縣,333733,62,18.578
苗栗縣,566818,61,10.762
連江縣,12438,0,0
金門縣,125089,3,2.398
雲林縣,706941,103,14.57
高雄市,2777318,246,8.857
