city,population,death,rate
南投縣,490001,12,2.449
嘉義市,265751,2,0.753
嘉義縣,498499,16,3.21
基隆市,367269,6,1.634
宜蘭縣,452751,21,4.638
屏東縣,811275,33,4.068
彰化縣,1264897,33,2.609
新北市,4029493,55,1.365
新竹市,451757,5,1.107
新竹縣,571291,16,2.801
桃園市,2269948,38,1.674
澎湖縣,105908,2,1.888
臺中市,2821464,44,1.559
臺北市,2592878,24,0.926
臺南市,1873043,62,3.31
臺東縣,214983,13,6.047
花蓮縣,323929,13,4.013
苗栗縣,541914,28,5.167
連江縣,13296,0,0
金門縣,140511,0,0
雲林縣,675673,32,4.736
高雄市,2763057,69,2.497
