city,population,death,rate
南投縣,498117,56,11.242
嘉義市,268699,11,4.094
嘉義縣,508038,94,18.503
基隆市,370368,23,6.21
宜蘭縣,455592,64,14.048
屏東縣,827051,149,18.016
彰化縣,1278311,148,11.578
新北市,3991411,181,4.535
新竹市,444406,31,6.976
新竹縣,556056,62,11.15
桃園市,2213379,183,8.268
澎湖縣,104392,8,7.663
臺中市,2797874,184,6.576
臺北市,2669639,97,3.633
臺南市,1884036,211,11.199
臺東縣,219342,40,18.236
花蓮縣,328444,45,13.701
苗栗縣,550085,62,11.271
連江縣,13058,0,0
金門縣,138724,6,4.325
雲林縣,687646,135,19.632
高雄市,2772820,196,7.069
