city,population,death,rate
南投縣,495283,35,7.067
嘉義市,268435,13,4.843
嘉義縣,504750,55,10.896
基隆市,369475,20,5.413
宜蘭縣,454706,42,9.237
屏東縣,821834,87,10.586
彰化縣,1274724,99,7.766
新北市,4004598,119,2.972
新竹市,447359,27,6.035
新竹縣,559734,34,6.074
桃園市,2235005,118,5.28
澎湖縣,104676,4,3.821
臺中市,2810219,133,4.733
臺北市,2657652,67,2.521
臺南市,1882313,143,7.597
臺東縣,217721,30,13.779
花蓮縣,326986,23,7.034
苗栗縣,546690,43,7.866
連江縣,13095,0,0
金門縣,139281,4,2.872
雲林縣,683318,87,12.732
高雄市,2773177,184,6.635
