city,population,death,rate
南投縣,515996,44,8.527
嘉義市,270983,6,2.214
嘉義縣,527196,39,7.398
基隆市,373998,19,5.08
宜蘭縣,458568,38,8.287
屏東縣,850693,80,9.404
彰化縣,1293997,101,7.805
新北市,3955995,91,2.3
新竹市,429654,19,4.422
新竹縣,533361,39,7.312
桃園市,2047834,95,4.639
澎湖縣,101156,2,1.977
臺中市,2707123,119,4.396
臺北市,2692138,45,1.672
臺南市,1882865,113,6.001
臺東縣,224905,24,10.671
花蓮縣,333668,32,9.59
苗栗縣,566262,46,8.123
連江縣,12365,0,0
金門縣,123512,2,1.619
雲林縣,707199,64,9.05
高雄市,2777415,149,5.365
