area,population,death,rate
南投縣南投市,100868,4,3.966
南投縣埔里鎮,81512,2,2.454
南投縣草屯鎮,98351,3,3.05
南投縣竹山鎮,55428,3,5.412
南投縣集集鎮,11007,0,0
南投縣名間鄉,39146,0,0
南投縣鹿谷鄉,18001,1,5.555
南投縣中寮鄉,15033,1,6.652
南投縣魚池鄉,16138,1,6.197
南投縣國姓鄉,19049,0,0
南投縣水里鄉,17989,2,11.118
南投縣信義鄉,16358,1,6.113
南投縣仁愛鄉,15681,0,0
嘉義市東區,122399,2,1.634
嘉義市西區,147429,0,0
嘉義縣太保市,37537,1,2.664
嘉義縣中埔鄉,45334,2,4.412
嘉義縣番路鄉,11682,1,8.56
嘉義縣水上鄉,50054,2,3.996
嘉義縣東石鄉,25219,1,3.965
嘉義縣朴子市,42608,1,2.347
嘉義縣大林鎮,31382,0,0
嘉義縣民雄鄉,71836,2,2.784
嘉義縣溪口鄉,14887,0,0
嘉義縣新港鄉,32326,1,3.093
嘉義縣六腳鄉,23690,1,4.221
嘉義縣義竹鄉,18752,0,0
嘉義縣鹿草鄉,15758,1,6.346
嘉義縣竹崎鄉,36197,3,8.288
嘉義縣梅山鄉,19743,0,0
嘉義縣大埔鄉,4595,0,0
嘉義縣阿里山鄉,5666,0,0
嘉義縣布袋鎮,27451,0,0
基隆市暖暖區,38470,1,2.599
基隆市七堵區,54031,3,5.552
基隆市仁愛區,44906,0,0
基隆市信義區,51874,0,0
基隆市中正區,52545,0,0
基隆市中山區,48029,1,2.082
基隆市安樂區,82194,1,1.217
宜蘭縣蘇澳鎮,40445,0,0
宜蘭縣五結鄉,39674,1,2.521
宜蘭縣宜蘭市,95944,1,1.042
宜蘭縣壯圍鄉,24209,2,8.261
宜蘭縣羅東鎮,72456,0,0
宜蘭縣員山鄉,32350,0,0
宜蘭縣冬山鄉,53356,0,0
宜蘭縣三星鄉,21387,1,4.676
宜蘭縣大同鄉,6100,0,0
宜蘭縣頭城鎮,29644,2,6.747
宜蘭縣南澳鄉,5900,0,0
宜蘭縣礁溪鄉,35858,0,0
屏東縣佳冬鄉,19650,0,0
屏東縣竹田鄉,17296,3,17.345
屏東縣萬丹鄉,51182,5,9.769
屏東縣屏東市,201372,3,1.49
屏東縣潮州鎮,54695,1,1.828
屏東縣長治鄉,30134,2,6.637
屏東縣麟洛鄉,11139,1,8.977
屏東縣九如鄉,22109,0,0
屏東縣里港鄉,26940,3,11.136
屏東縣鹽埔鄉,26164,1,3.822
屏東縣高樹鄉,24826,0,0
屏東縣萬巒鄉,20621,0,0
屏東縣內埔鄉,55107,1,1.815
屏東縣新埤鄉,9917,0,0
屏東縣崁頂鄉,15931,1,6.277
屏東縣南州鄉,10797,0,0
屏東縣琉球鄉,12431,0,0
屏東縣三地門鄉,7658,0,0
屏東縣霧臺鄉,3282,0,0
屏東縣瑪家鄉,6767,1,14.778
屏東縣泰武鄉,5254,0,0
屏東縣來義鄉,7498,0,0
屏東縣春日鄉,4850,0,0
屏東縣獅子鄉,4828,0,0
屏東縣東港鎮,48070,1,2.08
屏東縣恆春鎮,30711,2,6.512
屏東縣枋寮鄉,24769,1,4.037
屏東縣新園鄉,35624,2,5.614
屏東縣林邊鄉,18297,0,0
屏東縣車城鄉,8684,0,0
屏東縣滿州鄉,7817,0,0
屏東縣枋山鄉,5525,0,0
屏東縣牡丹鄉,4862,0,0
彰化縣社頭鄉,43294,2,4.62
彰化縣員林市,124937,4,3.202
彰化縣田中鎮,42083,2,4.753
彰化縣彰化市,234489,1,0.426
彰化縣和美鎮,91162,0,0
彰化縣線西鄉,16911,0,0
彰化縣伸港鄉,36752,1,2.721
彰化縣秀水鄉,39371,0,0
彰化縣花壇鄉,46130,1,2.168
