area,population,death,rate
南投縣南投市,100226,8,7.982
南投縣埔里鎮,81078,19,23.434
南投縣草屯鎮,97949,16,16.335
南投縣竹山鎮,55125,11,19.955
南投縣集集鎮,10905,1,9.17
南投縣名間鄉,38870,2,5.145
南投縣鹿谷鄉,17821,5,28.057
南投縣中寮鄉,14884,3,20.156
南投縣魚池鄉,15967,4,25.052
南投縣國姓鄉,18823,3,15.938
南投縣水里鄉,17823,5,28.054
南投縣信義鄉,16261,5,30.748
南投縣仁愛鄉,15742,3,19.057
嘉義市東區,122057,9,7.374
嘉義市西區,147281,7,4.753
嘉義縣太保市,37744,6,15.897
嘉義縣中埔鄉,45036,6,13.323
嘉義縣番路鄉,11608,3,25.844
嘉義縣水上鄉,49741,9,18.094
嘉義縣東石鄉,24988,4,16.008
嘉義縣朴子市,42406,5,11.791
嘉義縣大林鎮,31202,4,12.82
嘉義縣民雄鄉,71713,9,12.55
嘉義縣溪口鄉,14769,1,6.771
嘉義縣新港鄉,32000,7,21.875
嘉義縣六腳鄉,23332,4,17.144
嘉義縣義竹鄉,18509,3,16.208
嘉義縣鹿草鄉,15598,7,44.878
嘉義縣竹崎鄉,35999,5,13.889
嘉義縣梅山鄉,19510,2,10.251
嘉義縣大埔鄉,4574,1,21.863
嘉義縣阿里山鄉,5619,0,0
嘉義縣布袋鎮,27172,6,22.082
基隆市暖暖區,38709,3,7.75
基隆市七堵區,54006,8,14.813
基隆市仁愛區,44379,1,2.253
基隆市信義區,52027,3,5.766
基隆市中正區,52163,4,7.668
基隆市中山區,47938,3,6.258
基隆市安樂區,82338,3,3.644
宜蘭縣蘇澳鎮,40121,1,2.492
宜蘭縣五結鄉,39654,5,12.609
宜蘭縣宜蘭市,95901,9,9.385
宜蘭縣壯圍鄉,24247,2,8.248
宜蘭縣羅東鎮,72205,4,5.54
宜蘭縣員山鄉,32461,3,9.242
宜蘭縣冬山鄉,53362,9,16.866
宜蘭縣三星鄉,21484,5,23.273
宜蘭縣大同鄉,6090,0,0
宜蘭縣頭城鎮,29437,8,27.177
宜蘭縣南澳鄉,5918,1,16.898
宜蘭縣礁溪鄉,35808,4,11.171
屏東縣佳冬鄉,19417,5,25.751
屏東縣竹田鄉,17172,5,29.117
屏東縣萬丹鄉,50930,21,41.233
屏東縣屏東市,200489,28,13.966
屏東縣潮州鎮,54405,8,14.705
屏東縣長治鄉,30036,12,39.952
屏東縣麟洛鄉,11077,4,36.111
屏東縣九如鄉,22080,3,13.587
屏東縣里港鄉,26530,11,41.462
屏東縣鹽埔鄉,26005,9,34.609
屏東縣高樹鄉,24638,6,24.353
屏東縣萬巒鄉,20566,3,14.587
屏東縣內埔鄉,54753,15,27.396
屏東縣新埤鄉,9946,2,20.109
屏東縣崁頂鄉,15739,4,25.415
屏東縣南州鄉,10670,2,18.744
屏東縣琉球鄉,12325,0,0
屏東縣三地門鄉,7646,0,0
屏東縣霧臺鄉,3241,0,0
屏東縣瑪家鄉,6740,2,29.674
屏東縣泰武鄉,5270,0,0
屏東縣來義鄉,7473,0,0
屏東縣春日鄉,4863,0,0
屏東縣獅子鄉,4810,0,0
屏東縣東港鎮,47890,4,8.352
屏東縣恆春鎮,30706,10,32.567
屏東縣枋寮鄉,24588,6,24.402
屏東縣新園鄉,35353,13,36.772
屏東縣林邊鄉,18107,3,16.568
屏東縣車城鄉,8608,0,0
屏東縣滿州鄉,7839,1,12.757
屏東縣枋山鄉,5467,2,36.583
屏東縣牡丹鄉,4924,1,20.309
彰化縣社頭鄉,43192,7,16.207
彰化縣員林市,124572,11,8.83
彰化縣田中鎮,41867,6,14.331
彰化縣彰化市,233564,17,7.279
彰化縣和美鎮,91024,10,10.986
彰化縣線西鄉,16919,1,5.911
彰化縣伸港鄉,36941,9,24.363
彰化縣秀水鄉,39344,6,15.25
彰化縣花壇鄉,45971,5,10.876
彰化縣芬園鄉,23754,7,29.469
彰化縣溪湖鎮,55680,2,3.592
彰化縣大村鄉,36876,5,13.559
彰化縣埔鹽鄉,32608,3,9.2
彰化縣埔心鄉,34873,4,11.47
彰化縣永靖鄉,37379,5,13.376
彰化縣二水鄉,15345,2,13.034
彰化縣二林鎮,51037,8,15.675
彰化縣埤頭鄉,30649,4,13.051
彰化縣芳苑鄉,33735,16,47.428
彰化縣大城鄉,16988,3,17.66
彰化縣竹塘鄉,15301,6,39.213
彰化縣溪州鄉,30068,6,19.955
彰化縣鹿港鎮,86766,10,11.525
彰化縣福興鄉,47381,10,21.106
彰化縣北斗鎮,33345,5,14.995
彰化縣田尾鄉,27490,7,25.464
新北市永和區,222731,3,1.347
新北市新店區,302054,13,4.304
新北市土城區,238179,10,4.199
新北市蘆洲區,201290,6,2.981
新北市五股區,84875,14,16.495
新北市坪林區,6541,5,76.441
