area,population,death,rate
南投縣南投市,100958,11,10.896
南投縣埔里鎮,81615,12,14.703
南投縣草屯鎮,98431,19,19.303
南投縣竹山鎮,55544,8,14.403
南投縣集集鎮,11042,1,9.056
南投縣名間鄉,39231,9,22.941
南投縣鹿谷鄉,18020,4,22.198
南投縣中寮鄉,15105,3,19.861
南投縣魚池鄉,16168,5,30.925
南投縣國姓鄉,19120,7,36.611
南投縣水里鄉,18053,3,16.618
南投縣信義鄉,16387,3,18.307
南投縣仁愛鄉,15697,3,19.112
嘉義市東區,122469,5,4.083
嘉義市西區,147346,10,6.787
嘉義縣太保市,37523,10,26.65
嘉義縣中埔鄉,45451,12,26.402
嘉義縣番路鄉,11710,5,42.699
嘉義縣水上鄉,50078,16,31.95
嘉義縣東石鄉,25338,3,11.84
嘉義縣朴子市,42619,4,9.385
嘉義縣大林鎮,31420,2,6.365
嘉義縣民雄鄉,71853,6,8.35
嘉義縣溪口鄉,14975,1,6.678
嘉義縣新港鄉,32441,9,27.743
嘉義縣六腳鄉,23836,5,20.977
嘉義縣義竹鄉,18869,2,10.599
嘉義縣鹿草鄉,15841,6,37.876
嘉義縣竹崎鄉,36262,7,19.304
嘉義縣梅山鄉,19811,2,10.095
嘉義縣大埔鄉,4605,0,0
嘉義縣阿里山鄉,5673,1,17.627
嘉義縣布袋鎮,27530,3,10.897
基隆市暖暖區,38387,2,5.21
基隆市七堵區,54082,4,7.396
基隆市仁愛區,45084,3,6.654
基隆市信義區,51866,2,3.856
基隆市中正區,52572,1,1.902
基隆市中山區,48125,5,10.39
基隆市安樂區,81946,3,3.661
宜蘭縣蘇澳鎮,40520,5,12.34
宜蘭縣五結鄉,39639,2,5.046
宜蘭縣宜蘭市,95957,12,12.506
宜蘭縣壯圍鄉,24259,4,16.489
宜蘭縣羅東鎮,72478,6,8.278
宜蘭縣員山鄉,32318,3,9.283
宜蘭縣冬山鄉,53342,9,16.872
宜蘭縣三星鄉,21415,8,37.357
宜蘭縣大同鄉,6080,0,0
宜蘭縣頭城鎮,29708,3,10.098
宜蘭縣南澳鄉,5941,10,168.322
宜蘭縣礁溪鄉,35930,4,11.133
屏東縣佳冬鄉,19709,9,45.664
屏東縣竹田鄉,17378,6,34.526
屏東縣萬丹鄉,51296,21,40.939
屏東縣屏東市,201681,25,12.396
屏東縣潮州鎮,54753,9,16.437
屏東縣長治鄉,30172,12,39.772
屏東縣麟洛鄉,11136,8,71.839
屏東縣九如鄉,22090,3,13.581
屏東縣里港鄉,27045,2,7.395
屏東縣鹽埔鄉,26193,6,22.907
屏東縣高樹鄉,24895,7,28.118
屏東縣萬巒鄉,20604,4,19.414
屏東縣內埔鄉,55199,8,14.493
屏東縣新埤鄉,9958,6,60.253
屏東縣崁頂鄉,15902,8,50.308
屏東縣南州鄉,10831,1,9.233
屏東縣琉球鄉,12421,0,0
屏東縣三地門鄉,7659,1,13.057
屏東縣霧臺鄉,3295,0,0
屏東縣瑪家鄉,6771,1,14.769
屏東縣泰武鄉,5256,0,0
屏東縣來義鄉,7496,0,0
屏東縣春日鄉,4847,0,0
屏東縣獅子鄉,4817,4,83.039
屏東縣東港鎮,48140,6,12.464
屏東縣恆春鎮,30798,9,29.223
屏東縣枋寮鄉,24836,11,44.291
屏東縣新園鄉,35716,10,27.999
屏東縣林邊鄉,18336,2,10.908
屏東縣車城鄉,8766,6,68.446
屏東縣滿州鄉,7852,3,38.207
屏東縣枋山鄉,5541,7,126.331
屏東縣牡丹鄉,4854,0,0
彰化縣社頭鄉,43336,3,6.923
彰化縣員林市,124883,14,11.21
彰化縣田中鎮,42161,6,14.231
彰化縣彰化市,234689,20,8.522
彰化縣和美鎮,91203,6,6.579
彰化縣線西鄉,16950,7,41.298
彰化縣伸港鄉,36708,3,8.173
彰化縣秀水鄉,39309,2,5.088
彰化縣花壇鄉,46155,6,13
彰化縣芬園鄉,23880,5,20.938
彰化縣溪湖鎮,55659,7,12.577
彰化縣大村鄉,36748,3,8.164
彰化縣埔鹽鄉,32799,7,21.342
彰化縣埔心鄉,34809,4,11.491
彰化縣永靖鄉,37781,1,2.647
彰化縣二水鄉,15522,1,6.442
彰化縣二林鎮,51519,17,32.998
彰化縣埤頭鄉,30794,6,19.484
彰化縣芳苑鄉,34076,16,46.954
彰化縣大城鄉,17300,7,40.462
彰化縣竹塘鄉,15482,2,12.918
彰化縣溪州鄉,30394,8,26.321
彰化縣鹿港鎮,86713,13,14.992
彰化縣福興鄉,47446,13,27.4
彰化縣北斗鎮,33270,5,15.029
彰化縣田尾鄉,27579,2,7.252
新北市永和區,224110,10,4.462
新北市新店區,301089,15,4.982
新北市土城區,238468,12,5.032
新北市蘆洲區,200596,7,3.49
新北市五股區,84066,14,16.654
新北市坪林區,6540,2,30.581
新北市平溪區,4789,3,62.644
新北市烏來區,6178,0,0
新北市淡水區,165486,11,6.647
新北市瑞芳區,40637,5,12.304
新北市林口區,102957,8,7.77
新北市三芝區,23366,4,17.119
新北市八里區,38129,6,15.736
新北市三峽區,114164,8,7.007
新北市鶯歌區,87265,11,12.605
新北市中和區,414343,10,2.413
新北市樹林區,184351,10,5.424
新北市深坑區,23692,0,0
新北市板橋區,552178,27,4.89
新北市石碇區,7752,8,103.199
新北市新莊區,413961,19,4.59
新北市泰山區,78785,8,10.154
新北市三重區,388419,27,6.951
新北市雙溪區,9092,0,0
新北市貢寮區,12730,3,23.566
新北市汐止區,197573,6,3.037
新北市萬里區,22495,3,13.336
新北市金山區,22207,3,13.509
新北市石門區,12487,2,16.017
新竹市北區,149887,10,6.672
新竹市香山區,77428,5,6.458
新竹市東區,209562,13,6.203
新竹縣峨眉鄉,5590,1,17.889
新竹縣竹東鎮,96756,12,12.402
新竹縣新埔鎮,33752,7,20.74
新竹縣關西鎮,29461,6,20.366
新竹縣湖口鄉,77526,10,12.899
新竹縣芎林鄉,20167,3,14.876
新竹縣橫山鄉,13325,6,45.028
新竹縣北埔鄉,9540,3,31.447
新竹縣寶山鄉,14367,2,13.921
新竹縣尖石鄉,9396,2,21.286
新竹縣五峰鄉,4571,0,0
新竹縣竹北市,176057,22,12.496
新竹縣新豐鄉,56426,5,8.861
桃園市蘆竹區,158476,20,12.62
桃園市龜山區,152432,16,10.496
桃園市龍潭區,120009,6,5
桃園市復興區,11168,1,8.954
