area,population,death,rate
南投縣南投市,102495,14,13.659
南投縣埔里鎮,83363,14,16.794
南投縣草屯鎮,99226,11,11.086
南投縣竹山鎮,56870,7,12.309
南投縣集集鎮,11456,6,52.374
南投縣名間鄉,40017,4,9.996
南投縣鹿谷鄉,18533,0,0
南投縣中寮鄉,15608,2,12.814
南投縣魚池鄉,16536,0,0
南投縣國姓鄉,19832,0,0
南投縣水里鄉,18790,3,15.966
南投縣信義鄉,16817,2,11.893
南投縣仁愛鄉,15802,2,12.657
嘉義市東區,123631,6,4.853
嘉義市西區,147254,7,4.754
嘉義縣太保市,37065,11,29.678
嘉義縣中埔鄉,46208,3,6.492
嘉義縣番路鄉,12156,1,8.226
嘉義縣水上鄉,50914,8,15.713
嘉義縣東石鄉,26345,6,22.775
嘉義縣朴子市,43322,1,2.308
嘉義縣大林鎮,32259,3,9.3
嘉義縣民雄鄉,71978,8,11.115
嘉義縣溪口鄉,15542,2,12.868
嘉義縣新港鄉,33343,7,20.994
嘉義縣六腳鄉,24752,3,12.12
嘉義縣義竹鄉,19669,6,30.505
嘉義縣鹿草鄉,16479,2,12.137
嘉義縣竹崎鄉,37114,2,5.389
嘉義縣梅山鄉,20374,1,4.908
嘉義縣大埔鄉,4649,0,0
嘉義縣阿里山鄉,5759,1,17.364
嘉義縣布袋鎮,28541,5,17.519
基隆市暖暖區,38183,4,10.476
基隆市七堵區,53966,3,5.559
基隆市仁愛區,46577,4,8.588
基隆市信義區,51228,2,3.904
基隆市中正區,53199,2,3.759
基隆市中山區,48806,4,8.196
基隆市安樂區,81762,6,7.338
宜蘭縣蘇澳鎮,41230,8,19.403
宜蘭縣五結鄉,39356,2,5.082
宜蘭縣宜蘭市,95773,11,11.485
宜蘭縣壯圍鄉,24485,4,16.337
宜蘭縣羅東鎮,72253,5,6.92
宜蘭縣員山鄉,32378,4,12.354
宜蘭縣冬山鄉,53698,8,14.898
宜蘭縣三星鄉,21431,4,18.665
宜蘭縣大同鄉,6134,0,0
宜蘭縣頭城鎮,29938,2,6.68
宜蘭縣南澳鄉,6161,1,16.231
宜蘭縣礁溪鄉,36040,7,19.423
屏東縣佳冬鄉,20333,5,24.591
屏東縣竹田鄉,17759,11,61.94
屏東縣萬丹鄉,52209,13,24.9
屏東縣屏東市,204259,21,10.281
屏東縣潮州鎮,54808,5,9.123
屏東縣長治鄉,30453,5,16.419
屏東縣麟洛鄉,11333,1,8.824
屏東縣九如鄉,22258,5,22.464
屏東縣里港鄉,26722,5,18.711
屏東縣鹽埔鄉,26676,7,26.241
屏東縣高樹鄉,25653,6,23.389
屏東縣萬巒鄉,20963,3,14.311
屏東縣內埔鄉,56298,3,5.329
屏東縣新埤鄉,10321,3,29.067
屏東縣崁頂鄉,16340,2,12.24
屏東縣南州鄉,11090,2,18.034
屏東縣琉球鄉,12684,1,7.884
屏東縣三地門鄉,7804,0,0
屏東縣霧臺鄉,3468,0,0
屏東縣瑪家鄉,6712,2,29.797
屏東縣泰武鄉,5304,0,0
屏東縣來義鄉,7634,1,13.099
屏東縣春日鄉,4859,0,0
屏東縣獅子鄉,4896,0,0
屏東縣東港鎮,48415,2,4.131
屏東縣恆春鎮,30819,7,22.713
屏東縣枋寮鄉,25575,9,35.191
屏東縣新園鄉,36810,3,8.15
屏東縣林邊鄉,19343,6,31.019
屏東縣車城鄉,9174,3,32.701
屏東縣滿州鄉,8184,3,36.657
屏東縣枋山鄉,5770,5,86.655
屏東縣牡丹鄉,4868,0,0
彰化縣社頭鄉,43715,4,9.15
彰化縣員林市,124838,13,10.413
彰化縣田中鎮,42852,3,7.001
彰化縣彰化市,235255,18,7.651
彰化縣和美鎮,90673,6,6.617
彰化縣線西鄉,17135,0,0
彰化縣伸港鄉,36155,6,16.595
彰化縣秀水鄉,39285,6,15.273
彰化縣花壇鄉,45913,9,19.602
彰化縣芬園鄉,24196,7,28.93
彰化縣溪湖鎮,55725,9,16.151
彰化縣大村鄉,36419,6,16.475
彰化縣埔鹽鄉,33262,7,21.045
彰化縣埔心鄉,34933,5,14.313
彰化縣永靖鄉,38365,3,7.82
彰化縣二水鄉,15880,4,25.189
彰化縣二林鎮,52511,9,17.139
彰化縣埤頭鄉,31080,3,9.653
彰化縣芳苑鄉,34866,11,31.549
彰化縣大城鄉,17903,2,11.171
彰化縣竹塘鄉,15962,1,6.265
彰化縣溪州鄉,30820,8,25.957
彰化縣鹿港鎮,86032,5,5.812
彰化縣福興鄉,47816,7,14.639
彰化縣北斗鎮,33146,6,18.102
彰化縣田尾鄉,27862,6,21.535
新北市永和區,227961,4,1.755
新北市新店區,299144,6,2.006
新北市土城區,239091,9,3.764
新北市蘆洲區,199418,3,1.504
新北市五股區,82011,8,9.755
新北市坪林區,6417,2,31.167
新北市平溪區,4996,0,0
新北市烏來區,6109,0,0
新北市淡水區,157706,10,6.341
新北市瑞芳區,41395,3,7.247
新北市林口區,96262,5,5.194
新北市三芝區,23492,2,8.514
新北市八里區,36807,5,13.584
新北市三峽區,110960,4,3.605
新北市鶯歌區,88873,7,7.876
新北市中和區,415008,8,1.928
新北市樹林區,183687,7,3.811
新北市深坑區,23585,1,4.24
新北市板橋區,555891,17,3.058
新北市石碇區,7893,2,25.339
新北市新莊區,410745,11,2.678
新北市泰山區,78202,4,5.115
新北市三重區,389230,14,3.597
新北市雙溪區,9429,0,0
新北市貢寮區,13164,1,7.596
新北市汐止區,194715,8,4.109
新北市萬里區,22606,2,8.847
新北市金山區,22382,1,4.468
新北市石門區,12676,1,7.889
新竹市北區,148457,8,5.389
新竹市香山區,76137,11,14.448
新竹市東區,206050,13,6.309
新竹縣峨眉鄉,5790,0,0
新竹縣竹東鎮,95982,6,6.251
新竹縣新埔鎮,34560,4,11.574
新竹縣關西鎮,30815,4,12.981
新竹縣湖口鄉,77044,11,14.278
新竹縣芎林鄉,20314,4,19.691
新竹縣橫山鄉,13886,5,36.007
新竹縣北埔鄉,9811,0,0
新竹縣寶山鄉,14361,5,34.817
新竹縣尖石鄉,9417,2,21.238
新竹縣五峰鄉,4749,0,0
新竹縣竹北市,162940,13,7.978
新竹縣新豐鄉,55638,7,12.581
桃園市蘆竹區,150720,11,7.298
桃園市龜山區,141187,16,11.332
桃園市龍潭區,116108,14,12.058
桃園市復興區,10876,0,0
桃園市觀音區,63432,4,6.306
桃園市桃園區,416398,14,3.362
桃園市大園區,84047,8,9.518
桃園市新屋區,48060,6,12.484
桃園市楊梅區,156605,13,8.301
桃園市大溪區,91837,11,11.978
桃園市八德區,180680,19,10.516
桃園市中壢區,380773,14,3.677
桃園市平鎮區,211806,17,8.026
澎湖縣馬公市,59685,2,3.351
澎湖縣湖西鄉,14287,4,27.997
澎湖縣白沙鄉,9762,1,10.244
澎湖縣西嶼鄉,8483,0,0
澎湖縣望安鄉,5121,0,0
澎湖縣七美鄉,3772,0,0
臺中市南屯區,161300,7,4.34
臺中市烏日區,71084,3,4.22
臺中市新社區,25224,2,7.929
臺中市石岡區,15476,0,0
臺中市外埔區,31748,0,0
臺中市大肚區,56223,4,7.115
臺中市霧峰區,64419,8,12.419
臺中市太平區,180396,9,4.989
臺中市大里區,205481,15,7.3
臺中市和平區,10811,2,18.5
臺中市中區,19472,2,10.271
臺中市東區,74713,6,8.031
臺中市南區,119461,6,5.023
臺中市大甲區,77649,12,15.454
臺中市大安區,19645,2,10.181
臺中市龍井區,75768,3,3.959
臺中市西區,115852,9,7.769
臺中市北區,147381,12,8.142
臺中市西屯區,217355,16,7.361
臺中市北屯區,258370,10,3.87
