area,population,death,rate
南投縣南投市,99447,4,4.022
南投縣埔里鎮,80244,8,9.97
南投縣草屯鎮,97245,2,2.057
南投縣竹山鎮,54330,3,5.522
南投縣集集鎮,10716,0,0
南投縣名間鄉,38137,0,0
南投縣鹿谷鄉,17583,1,5.687
南投縣中寮鄉,14616,1,6.842
南投縣魚池鄉,15707,1,6.367
南投縣國姓鄉,18459,1,5.417
南投縣水里鄉,17386,1,5.752
南投縣信義鄉,16110,0,0
南投縣仁愛鄉,15911,2,12.57
嘉義市東區,121140,5,4.127
嘉義市西區,147334,5,3.394
嘉義縣太保市,38137,6,15.733
嘉義縣中埔鄉,44457,2,4.499
嘉義縣番路鄉,11349,2,17.623
嘉義縣水上鄉,49286,1,2.029
嘉義縣東石鄉,24366,4,16.416
嘉義縣朴子市,42121,2,4.748
嘉義縣大林鎮,30870,1,3.239
嘉義縣民雄鄉,71351,4,5.606
嘉義縣溪口鄉,14435,1,6.928
嘉義縣新港鄉,31631,2,6.323
嘉義縣六腳鄉,22758,4,17.576
嘉義縣義竹鄉,18112,2,11.042
嘉義縣鹿草鄉,15234,1,6.564
嘉義縣竹崎鄉,35417,2,5.647
嘉義縣梅山鄉,19131,0,0
嘉義縣大埔鄉,4600,0,0
嘉義縣阿里山鄉,5572,0,0
嘉義縣布袋鎮,26581,0,0
基隆市暖暖區,38620,1,2.589
基隆市七堵區,53773,2,3.719
基隆市仁愛區,43612,3,6.879
基隆市信義區,52616,2,3.801
基隆市中正區,51553,3,5.819
基隆市中山區,47289,0,0
基隆市安樂區,82357,5,6.071
宜蘭縣蘇澳鎮,39458,2,5.069
宜蘭縣五結鄉,39561,3,7.583
宜蘭縣宜蘭市,95722,5,5.223
宜蘭縣壯圍鄉,24305,2,8.229
宜蘭縣羅東鎮,72404,2,2.762
宜蘭縣員山鄉,32262,0,0
宜蘭縣冬山鄉,52898,4,7.562
宜蘭縣三星鄉,21360,0,0
宜蘭縣大同鄉,6178,4,64.746
宜蘭縣頭城鎮,29068,2,6.88
宜蘭縣南澳鄉,5983,3,50.142
宜蘭縣礁溪鄉,35533,2,5.629
屏東縣佳冬鄉,19017,2,10.517
屏東縣竹田鄉,17028,2,11.745
屏東縣萬丹鄉,50480,4,7.924
屏東縣屏東市,199360,11,5.518
屏東縣潮州鎮,53960,2,3.706
屏東縣長治鄉,29529,3,10.16
屏東縣麟洛鄉,11011,1,9.082
屏東縣九如鄉,21977,1,4.55
屏東縣里港鄉,25961,4,15.408
屏東縣鹽埔鄉,25534,1,3.916
屏東縣高樹鄉,24181,1,4.135
屏東縣萬巒鄉,20547,1,4.867
屏東縣內埔鄉,53960,5,9.266
屏東縣新埤鄉,9833,4,40.679
屏東縣崁頂鄉,15437,1,6.478
屏東縣南州鄉,10589,1,9.444
屏東縣琉球鄉,12302,0,0
屏東縣三地門鄉,7700,0,0
屏東縣霧臺鄉,3324,0,0
屏東縣瑪家鄉,6784,0,0
屏東縣泰武鄉,5382,0,0
屏東縣來義鄉,7424,0,0
屏東縣春日鄉,4910,0,0
屏東縣獅子鄉,4956,0,0
屏東縣東港鎮,47469,1,2.107
屏東縣恆春鎮,30745,2,6.505
屏東縣枋寮鄉,24197,4,16.531
屏東縣新園鄉,34718,4,11.521
屏東縣林邊鄉,17727,0,0
屏東縣車城鄉,8454,1,11.829
屏東縣滿州鄉,7839,1,12.757
屏東縣枋山鄉,5430,2,36.832
屏東縣牡丹鄉,4944,0,0
彰化縣社頭鄉,42715,3,7.023
彰化縣員林市,124918,7,5.604
彰化縣田中鎮,41467,0,0
彰化縣彰化市,232505,5,2.15
彰化縣和美鎮,90662,4,4.412
彰化縣線西鄉,16849,3,17.805
彰化縣伸港鄉,37181,0,0
彰化縣秀水鄉,39222,3,7.649
彰化縣花壇鄉,45765,5,10.925
彰化縣芬園鄉,23463,0,0
彰化縣溪湖鎮,55388,2,3.611
彰化縣大村鄉,36982,1,2.704
彰化縣埔鹽鄉,32332,4,12.372
彰化縣埔心鄉,34739,1,2.879
彰化縣永靖鄉,36868,0,0
彰化縣二水鄉,15032,1,6.652
彰化縣二林鎮,50409,4,7.935
彰化縣埤頭鄉,30398,5,16.448
彰化縣芳苑鄉,33336,5,14.999
彰化縣大城鄉,16573,1,6.034
彰化縣竹塘鄉,15013,1,6.661
彰化縣溪州鄉,29574,3,10.144
彰化縣鹿港鎮,86866,2,2.302
彰化縣福興鄉,46918,1,2.131
彰化縣北斗鎮,33326,0,0
彰化縣田尾鄉,27168,2,7.362
新北市永和區,221145,2,0.904
新北市新店區,302212,3,0.993
新北市土城區,236959,3,1.266
新北市蘆洲區,201446,5,2.482
新北市五股區,86732,1,1.153
新北市坪林區,6644,1,15.051
新北市平溪區,4636,0,0
新北市烏來區,6377,1,15.681
新北市淡水區,175108,4,2.284
新北市瑞芳區,39739,1,2.516
新北市林口區,112053,2,1.785
新北市三芝區,22864,2,8.747
新北市八里區,38873,1,2.572
新北市三峽區,116104,4,3.445
新北市鶯歌區,86468,1,1.156
新北市中和區,412098,3,0.728
新北市樹林區,183795,4,2.176
新北市深坑區,23666,1,4.225
新北市板橋區,555176,8,1.441
新北市石碇區,7666,0,0
新北市新莊區,418408,9,2.151
新北市泰山區,78727,5,6.351
新北市三重區,385399,14,3.633
新北市雙溪區,8787,0,0
新北市貢寮區,12186,1,8.206
新北市汐止區,201316,1,0.497
新北市萬里區,21938,0,0
新北市金山區,21624,0,0
新北市石門區,12018,0,0
新竹市北區,151845,6,3.951
新竹市香山區,78344,9,11.488
新竹市東區,216512,4,1.847
新竹縣峨眉鄉,5547,0,0
新竹縣竹東鎮,96395,4,4.15
新竹縣新埔鎮,32993,3,9.093
新竹縣關西鎮,28272,0,0
新竹縣湖口鄉,77647,4,5.152
新竹縣芎林鄉,19975,1,5.006
新竹縣橫山鄉,12875,1,7.767
新竹縣北埔鄉,9266,0,0
新竹縣寶山鄉,14570,2,13.727
新竹縣尖石鄉,9643,0,0
新竹縣五峰鄉,4710,0,0
新竹縣竹北市,189466,4,2.111
新竹縣新豐鄉,57148,1,1.75
桃園市蘆竹區,164794,10,6.068
桃園市龜山區,161262,3,1.86
桃園市龍潭區,123458,8,6.48
桃園市復興區,12084,0,0
桃園市觀音區,67469,3,4.446
桃園市桃園區,449630,7,1.557
桃園市大園區,91634,5,5.456
桃園市新屋區,49224,5,10.158
桃園市楊梅區,171360,5,2.918
桃園市大溪區,95039,10,10.522
桃園市八德區,203569,5,2.456
桃園市中壢區,413926,11,2.657
桃園市平鎮區,227204,10,4.401
澎湖縣馬公市,62740,1,1.594
澎湖縣湖西鄉,14699,1,6.803
澎湖縣白沙鄉,9789,0,0
澎湖縣西嶼鄉,8342,0,0
澎湖縣望安鄉,5286,0,0
澎湖縣七美鄉,3827,0,0
臺中市南屯區,171520,4,2.332
臺中市烏日區,75523,3,3.972
臺中市新社區,24491,2,8.166
臺中市石岡區,14894,0,0
臺中市外埔區,32259,2,6.2
臺中市大肚區,57325,4,6.978
臺中市霧峰區,65556,4,6.102
臺中市太平區,192650,4,2.076
臺中市大里區,212530,11,5.176
臺中市和平區,10922,0,0
臺中市中區,18556,0,0
臺中市東區,76210,0,0
臺中市南區,126089,4,3.172
臺中市大甲區,77434,4,5.166
臺中市大安區,19202,3,15.623
臺中市龍井區,77869,2,2.568
臺中市西區,115798,3,2.591
臺中市北區,147227,3,2.038
臺中市西屯區,229381,7,3.052
臺中市北屯區,280870,4,1.424
臺中市豐原區,167118,6,3.59
臺中市東勢區,50111,1,1.996
臺中市沙鹿區,94379,4,4.238
臺中市后里區,54723,2,3.655
臺中市神岡區,65696,0,0
臺中市潭子區,109094,5,4.583
臺中市大雅區,95914,0,0
臺中市清水區,87087,2,2.297
臺中市梧棲區,58576,2,3.414
臺北市大安區,308743,6,1.943
臺北市文山區,273396,3,1.097
臺北市信義區,222261,3,1.35
臺北市萬華區,188609,4,2.121
臺北市中正區,158709,5,3.15
臺北市南港區,121028,1,0.826
臺北市松山區,205472,2,0.973
臺北市大同區,127361,2,1.57
臺北市中山區,228709,6,2.623
臺北市內湖區,286928,9,3.137
臺北市士林區,285498,5,1.751
臺北市北投區,254603,5,1.964
臺南市新營區,77434,1,1.291
臺南市鹽水區,25348,4,15.78
臺南市白河區,27965,3,10.728
臺南市柳營區,21094,1,4.741
臺南市後壁區,23213,3,12.924
臺南市東山區,20658,0,0
臺南市麻豆區,44170,4,9.056
臺南市下營區,23778,3,12.617
臺南市六甲區,22094,3,13.578
臺南市官田區,21268,1,4.702
臺南市大內區,9509,0,0
臺南市佳里區,59079,2,3.385
臺南市學甲區,25646,0,0
臺南市西港區,24628,3,12.181
臺南市新化區,43429,9,20.723
臺南市新市區,37093,2,5.392
臺南市安定區,30434,1,3.286
臺南市玉井區,13934,4,28.707
臺南市楠西區,9450,1,10.582
臺南市南化區,8670,2,23.068
臺南市左鎮區,4756,1,21.026
臺南市仁德區,75920,3,3.952
臺南市歸仁區,68371,3,4.388
臺南市關廟區,34259,4,11.676
臺南市龍崎區,3980,2,50.251
臺南市永康區,235013,6,2.553
臺南市北區,131913,6,4.548
臺南市七股區,22611,2,8.845
臺南市將軍區,19588,1,5.105
臺南市北門區,10973,0,0
臺南市安南區,193788,6,3.096
臺南市南區,125008,3,2.4
臺南市東區,186263,3,1.611
臺南市安平區,66902,1,1.495
臺南市中西區,78200,4,5.115
臺南市善化區,49361,2,4.052
臺南市山上區,7278,0,0
臺東縣成功鎮,13949,1,7.169
臺東縣綠島鄉,4080,0,0
臺東縣蘭嶼鄉,5202,0,0
臺東縣鹿野鄉,7817,1,12.793
臺東縣池上鄉,8188,2,24.426
臺東縣延平鄉,3572,0,0
臺東縣金峰鄉,3725,0,0
臺東縣臺東市,105369,10,9.49
臺東縣卑南鄉,17213,1,5.81
臺東縣東河鄉,8427,0,0
臺東縣長濱鄉,7124,1,14.037
