area,population,death,rate
南投縣南投市,100052,1,0.999
南投縣埔里鎮,80829,6,7.423
南投縣草屯鎮,97681,3,3.071
南投縣竹山鎮,55000,0,0
南投縣集集鎮,10901,2,18.347
南投縣名間鄉,38625,4,10.356
南投縣鹿谷鄉,17794,0,0
南投縣中寮鄉,14791,2,13.522
南投縣魚池鄉,15868,0,0
南投縣國姓鄉,18777,0,0
南投縣水里鄉,17733,2,11.278
南投縣信義鄉,16236,0,0
南投縣仁愛鄉,15816,0,0
嘉義市東區,121930,2,1.64
嘉義市西區,147377,2,1.357
嘉義縣太保市,37951,3,7.905
嘉義縣中埔鄉,44841,1,2.23
嘉義縣番路鄉,11532,1,8.672
嘉義縣水上鄉,49618,4,8.062
嘉義縣東石鄉,24841,1,4.026
嘉義縣朴子市,42318,2,4.726
嘉義縣大林鎮,31141,0,0
嘉義縣民雄鄉,71593,7,9.777
嘉義縣溪口鄉,14674,0,0
嘉義縣新港鄉,31882,2,6.273
嘉義縣六腳鄉,23226,1,4.306
嘉義縣義竹鄉,18418,0,0
嘉義縣鹿草鄉,15503,2,12.901
嘉義縣竹崎鄉,35875,1,2.787
嘉義縣梅山鄉,19398,2,10.31
嘉義縣大埔鄉,4570,0,0
嘉義縣阿里山鄉,5599,1,17.86
嘉義縣布袋鎮,27038,0,0
基隆市暖暖區,38684,1,2.585
基隆市七堵區,53945,1,1.854
基隆市仁愛區,44240,3,6.781
基隆市信義區,52068,0,0
基隆市中正區,51986,1,1.924
基隆市中山區,47782,0,0
基隆市安樂區,82414,2,2.427
宜蘭縣蘇澳鎮,39997,1,2.5
宜蘭縣五結鄉,39588,1,2.526
宜蘭縣宜蘭市,95868,1,1.043
宜蘭縣壯圍鄉,24226,1,4.128
宜蘭縣羅東鎮,72504,2,2.758
宜蘭縣員山鄉,32365,2,6.18
宜蘭縣冬山鄉,53087,1,1.884
宜蘭縣三星鄉,21390,1,4.675
宜蘭縣大同鄉,6163,0,0
宜蘭縣頭城鎮,29257,2,6.836
宜蘭縣南澳鄉,5950,2,33.613
宜蘭縣礁溪鄉,35673,3,8.41
屏東縣佳冬鄉,19290,1,5.184
屏東縣竹田鄉,17114,1,5.843
屏東縣萬丹鄉,50816,3,5.904
屏東縣屏東市,200313,7,3.495
屏東縣潮州鎮,54246,8,14.748
屏東縣長治鄉,29892,5,16.727
屏東縣麟洛鄉,11055,2,18.091
屏東縣九如鄉,22093,1,4.526
屏東縣里港鄉,26393,1,3.789
屏東縣鹽埔鄉,25863,1,3.867
屏東縣高樹鄉,24532,0,0
屏東縣萬巒鄉,20542,0,0
屏東縣內埔鄉,54534,10,18.337
屏東縣新埤鄉,9947,0,0
屏東縣崁頂鄉,15588,3,19.246
屏東縣南州鄉,10673,1,9.369
屏東縣琉球鄉,12308,0,0
屏東縣三地門鄉,7663,0,0
屏東縣霧臺鄉,3304,0,0
屏東縣瑪家鄉,6758,2,29.595
屏東縣泰武鄉,5306,0,0
屏東縣來義鄉,7422,0,0
屏東縣春日鄉,4885,0,0
屏東縣獅子鄉,4896,0,0
屏東縣東港鎮,47872,5,10.445
屏東縣恆春鎮,30761,3,9.753
屏東縣枋寮鄉,24518,0,0
屏東縣新園鄉,35148,4,11.38
屏東縣林邊鄉,18013,1,5.552
屏東縣車城鄉,8597,0,0
屏東縣滿州鄉,7912,0,0
屏東縣枋山鄉,5458,2,36.643
屏東縣牡丹鄉,4942,0,0
彰化縣社頭鄉,43041,0,0
彰化縣員林市,124634,1,0.802
彰化縣田中鎮,41836,3,7.171
彰化縣彰化市,233209,4,1.715
彰化縣和美鎮,90865,5,5.503
彰化縣線西鄉,16934,0,0
彰化縣伸港鄉,36959,0,0
彰化縣秀水鄉,39326,3,7.629
彰化縣花壇鄉,45877,1,2.18
彰化縣芬園鄉,23647,2,8.458
彰化縣溪湖鎮,55614,2,3.596
彰化縣大村鄉,36841,3,8.143
彰化縣埔鹽鄉,32536,1,3.074
彰化縣埔心鄉,34762,1,2.877
彰化縣永靖鄉,37241,2,5.37
彰化縣二水鄉,15249,0,0
彰化縣二林鎮,50881,3,5.896
彰化縣埤頭鄉,30674,2,6.52
彰化縣芳苑鄉,33616,5,14.874
彰化縣大城鄉,16902,1,5.916
彰化縣竹塘鄉,15217,0,0
彰化縣溪州鄉,29897,0,0
彰化縣鹿港鎮,86762,2,2.305
彰化縣福興鄉,47223,2,4.235
彰化縣北斗鎮,33325,3,9.002
彰化縣田尾鄉,27460,0,0
新北市永和區,222479,1,0.449
新北市新店區,301892,6,1.987
新北市土城區,237728,2,0.841
新北市蘆洲區,201180,0,0
新北市五股區,85217,5,5.867
新北市坪林區,6519,2,30.68
新北市平溪區,4712,0,0
新北市烏來區,6320,0,0
新北市淡水區,170312,2,1.174
新北市瑞芳區,40208,1,2.487
新北市林口區,106834,0,0
新北市三芝區,23130,2,8.647
新北市八里區,38456,3,7.801
新北市三峽區,115185,2,1.736
新北市鶯歌區,86457,2,2.313
新北市中和區,413010,5,1.211
新北市樹林區,183936,2,1.087
新北市深坑區,23638,0,0
新北市板橋區,551503,5,0.907
新北市石碇區,7682,2,26.035
新北市新莊區,417154,6,1.438
新北市泰山區,78840,1,1.268
新北市三重區,386785,8,2.068
新北市雙溪區,8895,0,0
新北市貢寮區,12488,0,0
新北市汐止區,199511,2,1.002
新北市萬里區,22169,1,4.511
新北市金山區,21937,1,4.559
新北市石門區,12205,0,0
新竹市北區,150713,2,1.327
新竹市香山區,78013,0,0
新竹市東區,213589,2,0.936
新竹縣峨眉鄉,5538,0,0
新竹縣竹東鎮,96729,3,3.101
新竹縣新埔鎮,33289,1,3.004
新竹縣關西鎮,28829,1,3.469
新竹縣湖口鄉,77517,3,3.87
新竹縣芎林鄉,20093,0,0
