area,population,death,rate
南投縣南投市,99018,3,3.03
南投縣埔里鎮,78986,5,6.33
南投縣草屯鎮,97325,4,4.11
南投縣竹山鎮,53225,0,0
南投縣集集鎮,10381,2,19.266
南投縣名間鄉,37327,1,2.679
南投縣鹿谷鄉,17100,2,11.696
南投縣中寮鄉,14195,1,7.045
南投縣魚池鄉,15331,0,0
南投縣國姓鄉,17812,1,5.614
南投縣水里鄉,16878,0,0
南投縣信義鄉,15811,2,12.649
南投縣仁愛鄉,15759,3,19.037
嘉義市東區,119431,1,0.837
嘉義市西區,145985,1,0.685
嘉義縣太保市,38650,3,7.762
嘉義縣中埔鄉,43974,6,13.644
嘉義縣番路鄉,11121,4,35.968
嘉義縣水上鄉,48835,2,4.095
嘉義縣東石鄉,23625,0,0
嘉義縣朴子市,41569,1,2.406
嘉義縣大林鎮,30303,4,13.2
嘉義縣民雄鄉,71173,4,5.62
嘉義縣溪口鄉,13956,1,7.165
嘉義縣新港鄉,31031,2,6.445
嘉義縣六腳鄉,22041,3,13.611
嘉義縣義竹鄉,17490,2,11.435
嘉義縣鹿草鄉,14840,2,13.477
嘉義縣竹崎鄉,34583,1,2.892
嘉義縣梅山鄉,18575,0,0
嘉義縣大埔鄉,4558,1,21.939
嘉義縣阿里山鄉,5474,0,0
嘉義縣布袋鎮,25843,1,3.87
基隆市暖暖區,38549,0,0
基隆市七堵區,53639,1,1.864
基隆市仁愛區,42675,2,4.687
基隆市信義區,53170,1,1.881
基隆市中正區,51073,1,1.958
基隆市中山區,46249,1,2.162
基隆市安樂區,81733,1,1.223
宜蘭縣蘇澳鎮,38696,8,20.674
宜蘭縣五結鄉,40264,1,2.484
宜蘭縣宜蘭市,95293,4,4.198
宜蘭縣壯圍鄉,24400,3,12.295
宜蘭縣羅東鎮,71426,6,8.4
宜蘭縣員山鄉,32170,7,21.759
宜蘭縣冬山鄉,52981,2,3.775
宜蘭縣三星鄉,21207,6,28.293
宜蘭縣大同鄉,6083,0,0
宜蘭縣頭城鎮,28737,3,10.44
宜蘭縣南澳鄉,5944,1,16.824
宜蘭縣礁溪鄉,35154,4,11.379
屏東縣佳冬鄉,18538,0,0
屏東縣竹田鄉,16458,3,18.228
屏東縣萬丹鄉,50018,5,9.996
屏東縣屏東市,197049,15,7.612
屏東縣潮州鎮,53874,5,9.281
屏東縣長治鄉,29371,4,13.619
屏東縣麟洛鄉,10736,1,9.314
屏東縣九如鄉,21830,1,4.581
屏東縣里港鄉,25669,4,15.583
屏東縣鹽埔鄉,24877,3,12.059
屏東縣高樹鄉,23644,0,0
屏東縣萬巒鄉,20085,6,29.873
屏東縣內埔鄉,53045,2,3.77
屏東縣新埤鄉,9496,0,0
屏東縣崁頂鄉,15296,2,13.075
屏東縣南州鄉,10315,2,19.389
屏東縣琉球鄉,12143,0,0
屏東縣三地門鄉,7709,0,0
屏東縣霧臺鄉,3237,0,0
屏東縣瑪家鄉,6750,0,0
屏東縣泰武鄉,5346,0,0
屏東縣來義鄉,7411,0,0
屏東縣春日鄉,4930,1,20.284
屏東縣獅子鄉,4817,1,20.76
屏東縣東港鎮,46699,1,2.141
屏東縣恆春鎮,30320,3,9.894
屏東縣枋寮鄉,23572,1,4.242
屏東縣新園鄉,33725,2,5.93
屏東縣林邊鄉,17143,1,5.833
屏東縣車城鄉,8230,0,0
屏東縣滿州鄉,7419,0,0
屏東縣枋山鄉,5168,3,58.05
屏東縣牡丹鄉,4845,0,0
彰化縣社頭鄉,42293,2,4.729
彰化縣員林市,123738,4,3.233
彰化縣田中鎮,40532,1,2.467
彰化縣彰化市,230366,7,3.039
彰化縣和美鎮,89927,4,4.448
彰化縣線西鄉,16597,1,6.025
彰化縣伸港鄉,37747,4,10.597
彰化縣秀水鄉,38841,2,5.149
彰化縣花壇鄉,45073,2,4.437
彰化縣芬園鄉,23012,1,4.346
彰化縣溪湖鎮,54666,2,3.659
彰化縣大村鄉,38946,4,10.271
彰化縣埔鹽鄉,31826,2,6.284
彰化縣埔心鄉,34283,4,11.668
彰化縣永靖鄉,36170,3,8.294
彰化縣二水鄉,14544,0,0
彰化縣二林鎮,49470,4,8.086
彰化縣埤頭鄉,29960,1,3.338
彰化縣芳苑鄉,32523,1,3.075
彰化縣大城鄉,15984,2,12.513
彰化縣竹塘鄉,14733,1,6.787
彰化縣溪州鄉,29051,2,6.884
彰化縣鹿港鎮,86286,5,5.795
彰化縣福興鄉,46150,3,6.501
