area,population,death,rate
南投縣南投市,99568,9,9.039
南投縣埔里鎮,80466,15,18.641
南投縣草屯鎮,97273,9,9.252
南投縣竹山鎮,54726,4,7.309
南投縣集集鎮,10863,2,18.411
南投縣名間鄉,38384,7,18.237
南投縣鹿谷鄉,17700,1,5.65
南投縣中寮鄉,14745,2,13.564
南投縣魚池鄉,15822,0,0
南投縣國姓鄉,18713,2,10.688
南投縣水里鄉,17623,5,28.372
南投縣信義鄉,16273,0,0
南投縣仁愛鄉,15961,0,0
嘉義市東區,121314,6,4.946
嘉義市西區,147385,5,3.392
嘉義縣太保市,38068,15,39.403
嘉義縣中埔鄉,44626,7,15.686
嘉義縣番路鄉,11490,4,34.813
嘉義縣水上鄉,49443,15,30.338
嘉義縣東石鄉,24673,6,24.318
嘉義縣朴子市,42135,5,11.867
嘉義縣大林鎮,30953,1,3.231
嘉義縣民雄鄉,71330,12,16.823
嘉義縣溪口鄉,14670,2,13.633
嘉義縣新港鄉,31782,7,22.025
嘉義縣六腳鄉,23075,6,26.002
嘉義縣義竹鄉,18302,1,5.464
嘉義縣鹿草鄉,15442,3,19.428
嘉義縣竹崎鄉,35658,2,5.609
嘉義縣梅山鄉,19317,3,15.53
嘉義縣大埔鄉,4588,1,21.796
嘉義縣阿里山鄉,5607,2,35.67
嘉義縣布袋鎮,26879,2,7.441
基隆市暖暖區,38630,5,12.943
基隆市七堵區,53842,1,1.857
基隆市仁愛區,43970,5,11.371
基隆市信義區,52463,3,5.718
基隆市中正區,51734,3,5.799
基隆市中山區,47460,1,2.107
基隆市安樂區,82269,5,6.078
宜蘭縣蘇澳鎮,39808,4,10.048
宜蘭縣五結鄉,39573,5,12.635
宜蘭縣宜蘭市,95770,10,10.442
宜蘭縣壯圍鄉,24322,1,4.112
宜蘭縣羅東鎮,72468,5,6.9
宜蘭縣員山鄉,32282,8,24.782
宜蘭縣冬山鄉,52859,9,17.026
宜蘭縣三星鄉,21402,4,18.69
宜蘭縣大同鄉,6238,2,32.062
宜蘭縣頭城鎮,29200,6,20.548
宜蘭縣南澳鄉,6026,3,49.784
宜蘭縣礁溪鄉,35644,7,19.639
屏東縣佳冬鄉,19186,2,10.424
屏東縣竹田鄉,17172,2,11.647
屏東縣萬丹鄉,50591,9,17.79
屏東縣屏東市,199830,23,11.51
屏東縣潮州鎮,53946,11,20.391
屏東縣長治鄉,29729,9,30.273
屏東縣麟洛鄉,11095,5,45.065
屏東縣九如鄉,22099,5,22.625
屏東縣里港鄉,26122,3,11.485
屏東縣鹽埔鄉,25770,5,19.402
屏東縣高樹鄉,24466,2,8.175
屏東縣萬巒鄉,20590,1,4.857
屏東縣內埔鄉,54200,14,25.83
屏東縣新埤鄉,10043,1,9.957
屏東縣崁頂鄉,15521,7,45.1
屏東縣南州鄉,10656,1,9.384
屏東縣琉球鄉,12396,2,16.134
屏東縣三地門鄉,7695,0,0
屏東縣霧臺鄉,3385,0,0
屏東縣瑪家鄉,6835,2,29.261
屏東縣泰武鄉,5382,0,0
屏東縣來義鄉,7440,0,0
屏東縣春日鄉,4890,1,20.45
屏東縣獅子鄉,5019,1,19.924
屏東縣東港鎮,47692,8,16.774
屏東縣恆春鎮,30801,9,29.22
屏東縣枋寮鄉,24407,5,20.486
屏東縣新園鄉,34988,9,25.723
屏東縣林邊鄉,17852,3,16.805
屏東縣車城鄉,8640,0,0
屏東縣滿州鄉,8067,2,24.792
屏東縣枋山鄉,5536,7,126.445
屏東縣牡丹鄉,5010,0,0
彰化縣社頭鄉,42943,4,9.315
彰化縣員林市,124717,5,4.009
彰化縣田中鎮,41598,7,16.828
彰化縣彰化市,232622,12,5.159
彰化縣和美鎮,90774,18,19.829
彰化縣線西鄉,16881,2,11.848
彰化縣伸港鄉,37034,4,10.801
彰化縣秀水鄉,39271,7,17.825
彰化縣花壇鄉,45938,4,8.707
彰化縣芬園鄉,23585,6,25.44
彰化縣溪湖鎮,55402,4,7.22
彰化縣大村鄉,36901,4,10.84
彰化縣埔鹽鄉,32541,1,3.073
彰化縣埔心鄉,34743,2,5.757
彰化縣永靖鄉,37072,4,10.79
彰化縣二水鄉,15197,1,6.58
彰化縣二林鎮,50737,10,19.709
彰化縣埤頭鄉,30555,2,6.546
彰化縣芳苑鄉,33552,12,35.765
彰化縣大城鄉,16792,5,29.776
彰化縣竹塘鄉,15136,2,13.214
彰化縣溪州鄉,29798,4,13.424
彰化縣鹿港鎮,86718,11,12.685
彰化縣福興鄉,47183,10,21.194
彰化縣北斗鎮,33296,5,15.017
彰化縣田尾鄉,27325,2,7.319
