area,population,death,rate
南投縣南投市,99324,2,2.014
南投縣埔里鎮,79624,2,2.512
南投縣草屯鎮,97628,7,7.17
南投縣竹山鎮,53796,1,1.859
南投縣集集鎮,10579,0,0
南投縣名間鄉,37827,2,5.287
南投縣鹿谷鄉,17395,0,0
南投縣中寮鄉,14462,0,0
南投縣魚池鄉,15570,2,12.845
南投縣國姓鄉,18109,1,5.522
南投縣水里鄉,17231,1,5.803
南投縣信義鄉,15956,1,6.267
南投縣仁愛鄉,15902,0,0
嘉義市東區,120650,1,0.829
嘉義市西區,146822,6,4.087
嘉義縣太保市,38318,3,7.829
嘉義縣中埔鄉,44263,3,6.778
嘉義縣番路鄉,11229,4,35.622
嘉義縣水上鄉,49128,1,2.035
嘉義縣東石鄉,24057,2,8.314
嘉義縣朴子市,41827,2,4.782
嘉義縣大林鎮,30625,3,9.796
嘉義縣民雄鄉,71355,3,4.204
嘉義縣溪口鄉,14254,1,7.016
嘉義縣新港鄉,31344,2,6.381
嘉義縣六腳鄉,22433,1,4.458
嘉義縣義竹鄉,17797,0,0
嘉義縣鹿草鄉,15055,1,6.642
嘉義縣竹崎鄉,35076,3,8.553
嘉義縣梅山鄉,18876,1,5.298
嘉義縣大埔鄉,4580,0,0
嘉義縣阿里山鄉,5531,1,18.08
嘉義縣布袋鎮,26259,3,11.425
基隆市暖暖區,38566,0,0
基隆市七堵區,53740,1,1.861
基隆市仁愛區,43238,1,2.313
基隆市信義區,52790,3,5.683
基隆市中正區,51372,0,0
基隆市中山區,46740,0,0
基隆市安樂區,82346,0,0
宜蘭縣蘇澳鎮,39080,2,5.118
宜蘭縣五結鄉,40018,4,9.996
宜蘭縣宜蘭市,95630,2,2.091
宜蘭縣壯圍鄉,24382,4,16.406
宜蘭縣羅東鎮,71823,0,0
宜蘭縣員山鄉,32271,0,0
宜蘭縣冬山鄉,53188,3,5.64
宜蘭縣三星鄉,21213,2,9.428
宜蘭縣大同鄉,6142,0,0
宜蘭縣頭城鎮,28917,1,3.458
宜蘭縣南澳鄉,5950,3,50.42
宜蘭縣礁溪鄉,35337,3,8.49
屏東縣佳冬鄉,18776,0,0
屏東縣竹田鄉,16791,1,5.956
屏東縣萬丹鄉,50344,3,5.959
屏東縣屏東市,198713,11,5.536
屏東縣潮州鎮,53912,3,5.565
屏東縣長治鄉,29535,1,3.386
屏東縣麟洛鄉,10879,1,9.192
屏東縣九如鄉,21978,2,9.1
屏東縣里港鄉,25760,2,7.764
屏東縣鹽埔鄉,25252,2,7.92
屏東縣高樹鄉,23907,2,8.366
屏東縣萬巒鄉,20360,2,9.823
屏東縣內埔鄉,53541,4,7.471
屏東縣新埤鄉,9691,0,0
屏東縣崁頂鄉,15340,2,13.038
屏東縣南州鄉,10439,2,19.159
屏東縣琉球鄉,12198,0,0
屏東縣三地門鄉,7658,0,0
屏東縣霧臺鄉,3286,0,0
屏東縣瑪家鄉,6761,1,14.791
