area,population,death,rate
南投縣南投市,100793,4,3.969
南投縣埔里鎮,81427,4,4.912
南投縣草屯鎮,98282,8,8.14
南投縣竹山鎮,55419,4,7.218
南投縣集集鎮,10959,0,0
南投縣名間鄉,39039,0,0
南投縣鹿谷鄉,17896,1,5.588
南投縣中寮鄉,15005,1,6.664
南投縣魚池鄉,16079,2,12.439
南投縣國姓鄉,18965,2,10.546
南投縣水里鄉,17968,3,16.696
南投縣信義鄉,16334,4,24.489
南投縣仁愛鄉,15696,1,6.371
嘉義市東區,122468,4,3.266
嘉義市西區,147481,2,1.356
嘉義縣太保市,37586,1,2.661
嘉義縣中埔鄉,45234,4,8.843
嘉義縣番路鄉,11668,1,8.57
嘉義縣水上鄉,49915,3,6.01
嘉義縣東石鄉,25125,1,3.98
嘉義縣朴子市,42587,2,4.696
嘉義縣大林鎮,31329,0,0
嘉義縣民雄鄉,71798,5,6.964
嘉義縣溪口鄉,14860,1,6.729
嘉義縣新港鄉,32302,2,6.192
嘉義縣六腳鄉,23563,1,4.244
嘉義縣義竹鄉,18697,2,10.697
嘉義縣鹿草鄉,15692,2,12.745
嘉義縣竹崎鄉,36131,3,8.303
嘉義縣梅山鄉,19689,0,0
嘉義縣大埔鄉,4581,0,0
嘉義縣阿里山鄉,5641,0,0
嘉義縣布袋鎮,27374,0,0
基隆市暖暖區,38550,2,5.188
基隆市七堵區,54067,4,7.398
基隆市仁愛區,44833,0,0
基隆市信義區,51868,2,3.856
基隆市中正區,52462,1,1.906
基隆市中山區,47983,3,6.252
基隆市安樂區,82323,1,1.215
宜蘭縣蘇澳鎮,40372,1,2.477
宜蘭縣五結鄉,39635,2,5.046
宜蘭縣宜蘭市,95925,2,2.085
宜蘭縣壯圍鄉,24201,2,8.264
宜蘭縣羅東鎮,72504,0,0
宜蘭縣員山鄉,32352,2,6.182
宜蘭縣冬山鄉,53342,0,0
宜蘭縣三星鄉,21403,3,14.017
宜蘭縣大同鄉,6090,0,0
宜蘭縣頭城鎮,29586,5,16.9
宜蘭縣南澳鄉,5863,0,0
宜蘭縣礁溪鄉,35820,1,2.792
屏東縣佳冬鄉,19598,1,5.103
屏東縣竹田鄉,17282,4,23.145
屏東縣萬丹鄉,51103,7,13.698
屏東縣屏東市,201228,8,3.976
屏東縣潮州鎮,54706,2,3.656
屏東縣長治鄉,30054,3,9.982
屏東縣麟洛鄉,11128,3,26.959
屏東縣九如鄉,22109,2,9.046
屏東縣里港鄉,26820,6,22.371
屏東縣鹽埔鄉,26110,1,3.83
屏東縣高樹鄉,24772,3,12.11
屏東縣萬巒鄉,20630,0,0
屏東縣內埔鄉,54991,7,12.729
屏東縣新埤鄉,9904,0,0
屏東縣崁頂鄉,15875,1,6.299
屏東縣南州鄉,10759,0,0
屏東縣琉球鄉,12391,0,0
屏東縣三地門鄉,7653,0,0
屏東縣霧臺鄉,3266,0,0
屏東縣瑪家鄉,6757,1,14.799
屏東縣泰武鄉,5243,0,0
屏東縣來義鄉,7485,0,0
屏東縣春日鄉,4856,0,0
屏東縣獅子鄉,4804,0,0
屏東縣東港鎮,48059,1,2.081
屏東縣恆春鎮,30682,3,9.778
屏東縣枋寮鄉,24774,2,8.073
屏東縣新園鄉,35520,2,5.631
屏東縣林邊鄉,18194,0,0
屏東縣車城鄉,8637,0,0
屏東縣滿州鄉,7818,1,12.791
屏東縣枋山鄉,5499,0,0
屏東縣牡丹鄉,4895,0,0
彰化縣社頭鄉,43287,3,6.93
彰化縣員林市,124867,5,4.004
彰化縣田中鎮,42068,3,7.131
彰化縣彰化市,234319,3,1.28
彰化縣和美鎮,91179,1,1.097
彰化縣線西鄉,16894,1,5.919
彰化縣伸港鄉,36774,2,5.439
彰化縣秀水鄉,39361,3,7.622
彰化縣花壇鄉,46078,2,4.34
彰化縣芬園鄉,23780,3,12.616
彰化縣溪湖鎮,55734,1,1.794
彰化縣大村鄉,36826,1,2.715
彰化縣埔鹽鄉,32668,1,3.061
彰化縣埔心鄉,34768,2,5.752
彰化縣永靖鄉,37672,2,5.309
彰化縣二水鄉,15422,0,0
彰化縣二林鎮,51365,5,9.734
彰化縣埤頭鄉,30698,1,3.258
彰化縣芳苑鄉,33925,6,17.686
彰化縣大城鄉,17166,2,11.651
彰化縣竹塘鄉,15404,1,6.492
彰化縣溪州鄉,30252,3,9.917
彰化縣鹿港鎮,86692,5,5.768
彰化縣福興鄉,47400,4,8.439
彰化縣北斗鎮,33341,4,11.997
彰化縣田尾鄉,27510,4,14.54
新北市永和區,223953,1,0.447
新北市新店區,301207,6,1.992
新北市土城區,238519,4,1.677
新北市蘆洲區,201091,1,0.497
新北市五股區,84270,4,4.747
新北市坪林區,6543,4,61.134
新北市平溪區,4744,1,21.079
新北市烏來區,6219,0,0
新北市淡水區,166767,0,0
新北市瑞芳區,40544,0,0
新北市林口區,104048,1,0.961
新北市三芝區,23288,0,0
