area,population,death,rate
南投縣南投市,101719,10,9.831
南投縣埔里鎮,82301,14,17.011
南投縣草屯鎮,98804,15,15.182
南投縣竹山鎮,56102,13,23.172
南投縣集集鎮,11229,3,26.717
南投縣名間鄉,39741,9,22.647
南投縣鹿谷鄉,18257,3,16.432
南投縣中寮鄉,15386,3,19.498
南投縣魚池鄉,16320,1,6.127
南投縣國姓鄉,19401,1,5.154
南投縣水里鄉,18383,4,21.759
南投縣信義鄉,16532,5,30.244
南投縣仁愛鄉,15736,4,25.419
嘉義市東區,122925,7,5.695
嘉義市西區,147471,9,6.103
嘉義縣太保市,37166,12,32.288
嘉義縣中埔鄉,45776,12,26.215
嘉義縣番路鄉,11900,3,25.21
嘉義縣水上鄉,50504,9,17.82
嘉義縣東石鄉,25796,5,19.383
嘉義縣朴子市,42979,8,18.614
嘉義縣大林鎮,31737,7,22.056
嘉義縣民雄鄉,71948,8,11.119
嘉義縣溪口鄉,15146,2,13.205
嘉義縣新港鄉,32871,3,9.127
嘉義縣六腳鄉,24237,6,24.756
嘉義縣義竹鄉,19277,9,46.688
嘉義縣鹿草鄉,16127,5,31.004
嘉義縣竹崎鄉,36612,3,8.194
嘉義縣梅山鄉,20046,3,14.966
嘉義縣大埔鄉,4608,0,0
嘉義縣阿里山鄉,5711,0,0
嘉義縣布袋鎮,27983,3,10.721
基隆市暖暖區,38408,4,10.414
基隆市七堵區,54093,5,9.243
基隆市仁愛區,45665,4,8.759
基隆市信義區,51589,4,7.754
基隆市中正區,52801,4,7.576
基隆市中山區,48395,1,2.066
基隆市安樂區,81404,3,3.685
宜蘭縣蘇澳鎮,40776,7,17.167
宜蘭縣五結鄉,39489,9,22.791
宜蘭縣宜蘭市,96023,9,9.373
宜蘭縣壯圍鄉,24252,4,16.493
宜蘭縣羅東鎮,72472,8,11.039
宜蘭縣員山鄉,32281,5,15.489
宜蘭縣冬山鄉,53579,11,20.53
宜蘭縣三星鄉,21425,1,4.667
宜蘭縣大同鄉,6080,1,16.447
宜蘭縣頭城鎮,29808,10,33.548
宜蘭縣南澳鄉,6040,2,33.113
宜蘭縣礁溪鄉,35853,3,8.368
屏東縣佳冬鄉,19965,4,20.035
屏東縣竹田鄉,17598,4,22.73
屏東縣萬丹鄉,51754,14,27.051
屏東縣屏東市,202743,30,14.797
屏東縣潮州鎮,54738,5,9.134
屏東縣長治鄉,30318,14,46.177
屏東縣麟洛鄉,11242,1,8.895
屏東縣九如鄉,22094,8,36.209
屏東縣里港鄉,26959,9,33.384
屏東縣鹽埔鄉,26384,14,53.062
屏東縣高樹鄉,25217,9,35.69
屏東縣萬巒鄉,20772,5,24.071
屏東縣內埔鄉,55712,13,23.334
屏東縣新埤鄉,10066,5,49.672
屏東縣崁頂鄉,16156,3,18.569
屏東縣南州鄉,10876,3,27.584
屏東縣琉球鄉,12528,1,7.982
屏東縣三地門鄉,7700,1,12.987
屏東縣霧臺鄉,3334,0,0
屏東縣瑪家鄉,6754,0,0
屏東縣泰武鄉,5225,0,0
屏東縣來義鄉,7560,0,0
屏東縣春日鄉,4806,0,0
屏東縣獅子鄉,4826,1,20.721
屏東縣東港鎮,48059,8,16.646
屏東縣恆春鎮,30904,13,42.066
屏東縣枋寮鄉,25164,7,27.818
屏東縣新園鄉,36268,6,16.544
屏東縣林邊鄉,18959,4,21.098
屏東縣車城鄉,8945,3,33.538
屏東縣滿州鄉,8031,2,24.903
屏東縣枋山鄉,5672,2,35.261
屏東縣牡丹鄉,4768,0,0
彰化縣社頭鄉,43494,8,18.393
彰化縣員林市,124714,17,13.631
彰化縣田中鎮,42535,4,9.404
彰化縣彰化市,234742,14,5.964
彰化縣和美鎮,90994,12,13.188
彰化縣線西鄉,17023,1,5.874
彰化縣伸港鄉,36438,5,13.722
彰化縣秀水鄉,39337,1,2.542
彰化縣花壇鄉,45915,9,19.601
彰化縣芬園鄉,24014,2,8.328
彰化縣溪湖鎮,55718,7,12.563
彰化縣大村鄉,36486,6,16.445
彰化縣埔鹽鄉,32959,2,6.068
彰化縣埔心鄉,34821,7,20.103
彰化縣永靖鄉,38013,3,7.892
彰化縣二水鄉,15642,5,31.965
彰化縣二林鎮,51911,11,21.19
彰化縣埤頭鄉,30869,3,9.718
彰化縣芳苑鄉,34336,3,8.737
彰化縣大城鄉,17531,3,17.113
彰化縣竹塘鄉,15645,4,25.567
彰化縣溪州鄉,30543,12,39.289
彰化縣鹿港鎮,86339,7,8.108
彰化縣福興鄉,47565,10,21.024
彰化縣北斗鎮,33190,3,9.039
彰化縣田尾鄉,27572,3,10.881
新北市永和區,225508,6,2.661
新北市新店區,300096,5,1.666
新北市土城區,238552,12,5.03
新北市蘆洲區,200007,5,2.5
新北市五股區,82837,9,10.865
新北市坪林區,6483,3,46.275
新北市平溪區,4878,2,41
新北市烏來區,6174,1,16.197
新北市淡水區,161674,10,6.185
新北市瑞芳區,41009,2,4.877
新北市林口區,99930,2,2.001
新北市三芝區,23498,2,8.511
新北市八里區,37562,5,13.311
新北市三峽區,112447,7,6.225
新北市鶯歌區,88094,3,3.405
新北市中和區,414519,13,3.136
新北市樹林區,184182,11,5.972
新北市深坑區,23573,0,0
新北市板橋區,554351,16,2.886
新北市石碇區,7848,0,0
新北市新莊區,412898,13,3.148
新北市泰山區,78685,8,10.167
新北市三重區,388550,13,3.346
新北市雙溪區,9264,2,21.589
新北市貢寮區,12857,4,31.111
新北市汐止區,195909,5,2.552
新北市萬里區,22684,2,8.817
新北市金山區,22211,3,13.507
新北市石門區,12641,2,15.822
新竹市北區,149031,9,6.039
新竹市香山區,76682,8,10.433
新竹市東區,207868,13,6.254
新竹縣峨眉鄉,5641,2,35.455
新竹縣竹東鎮,96078,10,10.408
新竹縣新埔鎮,34113,5,14.657
新竹縣關西鎮,30036,6,19.976
新竹縣湖口鄉,77258,9,11.649
新竹縣芎林鄉,20303,5,24.627
新竹縣橫山鄉,13569,7,51.588
新竹縣北埔鄉,9690,2,20.64
新竹縣寶山鄉,14323,4,27.927
新竹縣尖石鄉,9361,0,0
新竹縣五峰鄉,4620,0,0
新竹縣竹北市,169984,6,3.53
新竹縣新豐鄉,56102,6,10.695
桃園市蘆竹區,154899,7,4.519
桃園市龜山區,145120,11,7.58
桃園市龍潭區,118173,16,13.539
桃園市復興區,10914,1,9.163
桃園市觀音區,64561,9,13.94
桃園市桃園區,425955,15,3.521
桃園市大園區,85384,15,17.568
桃園市新屋區,48365,7,14.473
桃園市楊梅區,160574,9,5.605
桃園市大溪區,93213,14,15.019
桃園市八德區,186617,16,8.574
桃園市中壢區,388703,20,5.145
桃園市平鎮區,217105,19,8.752
澎湖縣馬公市,60873,7,11.499
澎湖縣湖西鄉,14403,0,0
澎湖縣白沙鄉,9729,0,0
澎湖縣西嶼鄉,8405,3,35.693
澎湖縣望安鄉,5106,0,0
澎湖縣七美鄉,3763,1,26.575
臺中市南屯區,164086,8,4.875
臺中市烏日區,72352,7,9.675
臺中市新社區,25109,4,15.931
臺中市石岡區,15287,2,13.083
臺中市外埔區,31854,3,9.418
臺中市大肚區,56567,8,14.143
臺中市霧峰區,64596,8,12.385
臺中市太平區,183620,12,6.535
臺中市大里區,208066,5,2.403
臺中市和平區,10714,1,9.334
臺中市中區,19126,2,10.457
臺中市東區,75104,14,18.641
臺中市南區,121545,2,1.645
臺中市大甲區,77700,17,21.879
臺中市大安區,19571,3,15.329
臺中市龍井區,76533,8,10.453
臺中市西區,115679,6,5.187
臺中市北區,147416,6,4.07
臺中市西屯區,221508,18,8.126
臺中市北屯區,264265,15,5.676
臺中市豐原區,166702,7,4.199
臺中市東勢區,51317,4,7.795
臺中市沙鹿區,89363,12,13.428
臺中市后里區,54281,6,11.054
臺中市神岡區,65190,6,9.204
臺中市潭子區,106413,6,5.638
臺中市大雅區,93535,4,4.276
臺中市清水區,86141,8,9.287
臺中市梧棲區,56994,12,21.055
臺北市大安區,312666,12,3.838
臺北市文山區,275102,8,2.908
臺北市信義區,229133,11,4.801
臺北市萬華區,194271,13,6.692
臺北市中正區,162222,16,9.863
臺北市南港區,122110,6,4.914
臺北市松山區,209473,1,0.477
臺北市大同區,130750,5,3.824
臺北市中山區,230875,10,4.331
臺北市內湖區,287008,8,2.787
臺北市士林區,290391,8,2.755
臺北市北投區,257513,12,4.66
臺南市新營區,78157,10,12.795
臺南市鹽水區,26128,2,7.655
臺南市白河區,29325,2,6.82
臺南市柳營區,21636,5,23.11
臺南市後壁區,24384,4,16.404
臺南市東山區,21654,3,13.854
臺南市麻豆區,44971,13,28.908
臺南市下營區,24874,6,24.122
臺南市六甲區,22603,3,13.273
臺南市官田區,21708,3,13.82
臺南市大內區,10091,2,19.82
臺南市佳里區,59608,10,16.776
臺南市學甲區,26709,5,18.72
臺南市西港區,24933,4,16.043
臺南市新化區,43788,11,25.121
臺南市新市區,35843,13,36.269
臺南市安定區,30305,7,23.098
臺南市玉井區,14399,1,6.945
臺南市楠西區,10050,2,19.9
臺南市南化區,8917,1,11.215
臺南市左鎮區,5074,1,19.708
臺南市仁德區,73740,8,10.849
臺南市歸仁區,67828,13,19.166
臺南市關廟區,34745,7,20.147
臺南市龍崎區,4208,2,47.529
臺南市永康區,230519,18,7.808
臺南市北區,132703,11,8.289
臺南市七股區,23373,7,29.949
臺南市將軍區,20333,3,14.754
臺南市北門區,11547,4,34.641
臺南市安南區,189279,22,11.623
臺南市南區,125782,9,7.155
臺南市東區,188797,7,3.708
臺南市安平區,65396,2,3.058
臺南市中西區,77452,6,7.747
臺南市善化區,46861,5,10.67
臺南市山上區,7455,3,40.241
臺東縣成功鎮,14709,1,6.799
臺東縣綠島鄉,3798,0,0
臺東縣蘭嶼鄉,5050,1,19.802
臺東縣鹿野鄉,8129,6,73.81
臺東縣池上鄉,8498,1,11.767
臺東縣延平鄉,3572,0,0
臺東縣金峰鄉,3598,0,0
臺東縣臺東市,106794,0,0
臺東縣卑南鄉,17514,0,0
臺東縣東河鄉,8863,3,33.849
臺東縣長濱鄉,7593,5,65.85
臺東縣太麻里鄉,11363,7,61.603
臺東縣達仁鄉,3598,0,0
臺東縣大武鄉,6348,0,0
臺東縣關山鎮,8958,5,55.816
臺東縣海端鄉,4323,0,0
花蓮縣鳳林鎮,11126,3,26.964
花蓮縣光復鄉,13260,1,7.541
花蓮縣瑞穗鄉,11927,5,41.922
花蓮縣富里鄉,10672,6,56.222
花蓮縣萬榮鄉,6414,0,0
花蓮縣吉安鄉,83158,9,10.823
花蓮縣壽豐鄉,18203,8,43.949
花蓮縣豐濱鄉,4561,0,0
花蓮縣秀林鄉,15644,7,44.746
花蓮縣玉里鎮,25078,2,7.975
花蓮縣卓溪鄉,6054,0,0
花蓮縣花蓮市,105760,10,9.455
花蓮縣新城鄉,20206,9,44.541
苗栗縣三灣鄉,7013,1,14.259
苗栗縣南庄鄉,10561,4,37.875
苗栗縣苗栗市,90567,3,3.312
苗栗縣卓蘭鎮,18112,4,22.085
苗栗縣大湖鄉,15324,2,13.051
苗栗縣公館鄉,34518,1,2.897
苗栗縣銅鑼鄉,18756,8,42.653
苗栗縣頭屋鄉,11258,3,26.648
苗栗縣三義鄉,17033,0,0
苗栗縣西湖鄉,7472,1,13.383
苗栗縣造橋鄉,13382,2,14.945
苗栗縣獅潭鄉,4617,2,43.318
苗栗縣泰安鄉,6064,1,16.491
苗栗縣苑裡鎮,47908,4,8.349
苗栗縣通霄鎮,36229,6,16.561
苗栗縣竹南鎮,84344,8,9.485
苗栗縣後龍鎮,37903,7,18.468
苗栗縣頭份市,103244,15,14.529
連江縣南竿鄉,7438,0,0
連江縣北竿鄉,2324,0,0
連江縣莒光鄉,1527,0,0
連江縣東引鄉,1258,0,0
金門縣金寧鄉,28721,4,13.927
金門縣烏坵鄉,666,0,0
金門縣金城鎮,42227,2,4.736
金門縣金沙鎮,20032,0,0
金門縣金湖鎮,28248,2,7.08
金門縣烈嶼鄉,12375,0,0
雲林縣麥寮鄉,44429,7,15.755
雲林縣斗六市,108344,18,16.614
雲林縣斗南鎮,45621,9,19.728
雲林縣虎尾鎮,70502,18,25.531
雲林縣西螺鎮,46887,10,21.328
雲林縣土庫鎮,29427,9,30.584
雲林縣北港鎮,41076,10,24.345
雲林縣古坑鄉,32380,4,12.353
雲林縣大埤鄉,19759,5,25.305
雲林縣莿桐鄉,29242,9,30.778
雲林縣林內鄉,18749,9,48.003
雲林縣二崙鄉,27998,5,17.858
雲林縣崙背鄉,25492,13,50.996
雲林縣東勢鄉,15452,7,45.302
雲林縣褒忠鄉,13356,3,22.462
雲林縣元長鄉,26916,5,18.576
雲林縣水林鄉,26554,4,15.064
雲林縣臺西鄉,24634,0,0
雲林縣四湖鄉,24788,3,12.103
雲林縣口湖鄉,28521,9,31.556
高雄市旗津區,28959,0,0
高雄市小港區,156081,18,11.532
高雄市鹽埕區,25027,3,11.987
高雄市三民區,346451,15,4.33
高雄市新興區,52000,7,13.462
高雄市楠梓區,179678,22,12.244
高雄市鳳山區,355963,33,9.271
高雄市大寮區,111558,30,26.892
高雄市大樹區,43130,13,30.141
高雄市大社區,34536,4,11.582
高雄市仁武區,82351,13,15.786
高雄市鳥松區,43892,6,13.67
高雄市岡山區,97799,20,20.45
高雄市橋頭區,37290,3,8.045
高雄市燕巢區,30192,2,6.624
高雄市田寮區,7500,1,13.333
高雄市阿蓮區,29366,5,17.026
高雄市路竹區,53050,8,15.08
高雄市湖內區,29597,4,13.515
高雄市旗山區,37809,6,15.869
高雄市前金區,27459,4,14.567
高雄市美濃區,40867,3,7.341
高雄市六龜區,13509,2,14.805
高雄市甲仙區,6282,3,47.755
高雄市杉林區,12408,2,16.119
高雄市內門區,15011,1,6.662
高雄市苓雅區,174701,16,9.159
高雄市前鎮區,192798,19,9.855
高雄市茂林區,1886,0,0
高雄市桃源區,4225,0,0
高雄市那瑪夏區,3137,0,0
高雄市林園區,70332,17,24.171
高雄市茄萣區,30564,3,9.815
高雄市永安區,14134,1,7.075
高雄市彌陀區,19669,0,0
高雄市梓官區,36418,3,8.238
高雄市鼓山區,136537,8,5.859
高雄市左營區,196083,23,11.73
