area,population,death,rate
南投縣南投市,99280,7,7.051
南投縣埔里鎮,80047,17,21.238
南投縣草屯鎮,97509,10,10.255
南投縣竹山鎮,54004,7,12.962
南投縣集集鎮,10640,0,0
南投縣名間鄉,38018,6,15.782
南投縣鹿谷鄉,17549,4,22.793
南投縣中寮鄉,14549,1,6.873
南投縣魚池鄉,15634,2,12.793
南投縣國姓鄉,18322,4,21.832
南投縣水里鄉,17292,3,17.349
南投縣信義鄉,16001,0,0
南投縣仁愛鄉,15847,3,18.931
嘉義市東區,120958,7,5.787
嘉義市西區,146905,10,6.807
嘉義縣太保市,38235,11,28.769
嘉義縣中埔鄉,44376,6,13.521
嘉義縣番路鄉,11294,4,35.417
嘉義縣水上鄉,49247,2,4.061
嘉義縣東石鄉,24221,6,24.772
嘉義縣朴子市,41904,8,19.091
嘉義縣大林鎮,30734,4,13.015
嘉義縣民雄鄉,71362,9,12.612
嘉義縣溪口鄉,14331,4,27.912
嘉義縣新港鄉,31505,4,12.696
嘉義縣六腳鄉,22618,5,22.106
嘉義縣義竹鄉,17945,6,33.435
嘉義縣鹿草鄉,15158,2,13.194
嘉義縣竹崎鄉,35277,4,11.339
嘉義縣梅山鄉,19032,2,10.509
嘉義縣大埔鄉,4593,0,0
嘉義縣阿里山鄉,5539,0,0
嘉義縣布袋鎮,26402,1,3.788
基隆市暖暖區,38582,1,2.592
基隆市七堵區,53774,3,5.579
基隆市仁愛區,43258,4,9.247
基隆市信義區,52777,2,3.79
基隆市中正區,51512,5,9.706
基隆市中山區,46975,0,0
基隆市安樂區,82254,7,8.51
宜蘭縣蘇澳鎮,39273,6,15.278
宜蘭縣五結鄉,39825,5,12.555
宜蘭縣宜蘭市,95633,16,16.731
宜蘭縣壯圍鄉,24397,3,12.297
宜蘭縣羅東鎮,72073,5,6.937
宜蘭縣員山鄉,32282,1,3.098
宜蘭縣冬山鄉,53036,7,13.199
宜蘭縣三星鄉,21322,2,9.38
宜蘭縣大同鄉,6132,4,65.232
宜蘭縣頭城鎮,28990,5,17.247
宜蘭縣南澳鄉,5976,3,50.201
宜蘭縣礁溪鄉,35406,6,16.946
屏東縣佳冬鄉,18885,3,15.886
屏東縣竹田鄉,16916,6,35.469
屏東縣萬丹鄉,50480,7,13.867
屏東縣屏東市,199119,24,12.053
屏東縣潮州鎮,53902,3,5.566
屏東縣長治鄉,29540,9,30.467
屏東縣麟洛鄉,10959,1,9.125
屏東縣九如鄉,21985,5,22.743
屏東縣里港鄉,25829,6,23.23
屏東縣鹽埔鄉,25377,6,23.643
屏東縣高樹鄉,24043,4,16.637
屏東縣萬巒鄉,20474,1,4.884
屏東縣內埔鄉,53721,8,14.892
屏東縣新埤鄉,9760,5,51.23
屏東縣崁頂鄉,15380,2,13.004
屏東縣南州鄉,10557,2,18.945
屏東縣琉球鄉,12219,0,0
屏東縣三地門鄉,7661,0,0
屏東縣霧臺鄉,3292,0,0
屏東縣瑪家鄉,6776,1,14.758
屏東縣泰武鄉,5400,0,0
屏東縣來義鄉,7438,0,0
屏東縣春日鄉,4947,0,0
屏東縣獅子鄉,4886,0,0
屏東縣東港鎮,47254,2,4.232
屏東縣恆春鎮,30678,5,16.298
屏東縣枋寮鄉,24096,6,24.9
屏東縣新園鄉,34554,7,20.258
屏東縣林邊鄉,17620,2,11.351
屏東縣車城鄉,8444,4,47.371
屏東縣滿州鄉,7707,2,25.95
屏東縣枋山鄉,5374,5,93.041
屏東縣牡丹鄉,4882,0,0
彰化縣社頭鄉,42613,3,7.04
彰化縣員林市,124951,14,11.204
彰化縣田中鎮,41273,1,2.423
彰化縣彰化市,232093,15,6.463
彰化縣和美鎮,90578,11,12.144
彰化縣線西鄉,16768,3,17.891
彰化縣伸港鄉,37355,2,5.354
彰化縣秀水鄉,39112,6,15.341
彰化縣花壇鄉,45613,9,19.731
彰化縣芬園鄉,23400,1,4.274
彰化縣溪湖鎮,55217,6,10.866
彰化縣大村鄉,37062,2,5.396
彰化縣埔鹽鄉,32218,7,21.727
彰化縣埔心鄉,34787,2,5.749
彰化縣永靖鄉,36708,1,2.724
彰化縣二水鄉,14887,3,20.152
彰化縣二林鎮,50149,11,21.935
彰化縣埤頭鄉,30387,6,19.745
彰化縣芳苑鄉,33172,11,33.16
彰化縣大城鄉,16410,5,30.469
彰化縣竹塘鄉,14948,5,33.449
彰化縣溪州鄉,29427,8,27.186
彰化縣鹿港鎮,86878,13,14.964
彰化縣福興鄉,46765,4,8.553
彰化縣北斗鎮,33331,2,6
彰化縣田尾鄉,27028,2,7.4
新北市永和區,220580,5,2.267
新北市新店區,303191,9,2.968
新北市土城區,237359,6,2.528
新北市蘆洲區,201840,8,3.964
新北市五股區,87661,6,6.845
新北市坪林區,6665,2,30.008
新北市平溪區,4581,0,0
新北市烏來區,6421,1,15.574
新北市淡水區,177661,7,3.94
新北市瑞芳區,39576,4,10.107
新北市林口區,114308,3,2.624
新北市三芝區,22786,2,8.777
新北市八里區,39287,6,15.272
新北市三峽區,116287,10,8.599
新北市鶯歌區,86733,2,2.306
新北市中和區,412812,6,1.453
新北市樹林區,184008,8,4.348
新北市深坑區,23712,1,4.217
新北市板橋區,556153,17,3.057
新北市石碇區,7621,1,13.122
新北市新莊區,419880,18,4.287
新北市泰山區,78779,6,7.616
新北市三重區,386104,22,5.698
新北市雙溪區,8711,0,0
新北市貢寮區,12075,3,24.845
新北市汐止區,202849,5,2.465
新北市萬里區,21945,3,13.671
新北市金山區,21429,2,9.333
新北市石門區,11904,0,0
新竹市北區,152163,13,8.543
新竹市香山區,78545,13,16.551
新竹市東區,217244,11,5.063
新竹縣峨眉鄉,5505,0,0
新竹縣竹東鎮,97157,7,7.205
新竹縣新埔鎮,32912,8,24.307
新竹縣關西鎮,28103,2,7.117
新竹縣湖口鄉,77785,9,11.57
新竹縣芎林鄉,19933,2,10.034
新竹縣橫山鄉,12811,3,23.417
新竹縣北埔鄉,9204,1,10.865
新竹縣寶山鄉,14597,2,13.701
新竹縣尖石鄉,9616,0,0
新竹縣五峰鄉,4608,1,21.701
新竹縣竹北市,193146,14,7.248
新竹縣新豐鄉,57297,1,1.745
桃園市蘆竹區,166111,16,9.632
桃園市龜山區,162474,18,11.079
桃園市龍潭區,123853,12,9.689
桃園市復興區,12155,0,0
桃園市觀音區,67757,7,10.331
桃園市桃園區,451394,17,3.766
桃園市大園區,92564,10,10.803
桃園市新屋區,49242,10,20.308
桃園市楊梅區,172550,16,9.273
桃園市大溪區,95379,17,17.824
桃園市八德區,205116,14,6.825
桃園市中壢區,416153,26,6.248
桃園市平鎮區,227937,22,9.652
澎湖縣馬公市,63023,3,4.76
澎湖縣湖西鄉,14916,3,20.113
澎湖縣白沙鄉,9813,0,0
澎湖縣西嶼鄉,8307,0,0
澎湖縣望安鄉,5282,0,0
澎湖縣七美鄉,3811,1,26.24
臺中市南屯區,172648,7,4.054
臺中市烏日區,75500,10,13.245
臺中市新社區,24326,6,24.665
臺中市石岡區,14793,1,6.76
臺中市外埔區,32261,2,6.199
臺中市大肚區,57192,5,8.742
臺中市霧峰區,65363,8,12.239
臺中市太平區,193366,8,4.137
臺中市大里區,212713,19,8.932
臺中市和平區,10921,1,9.157
臺中市中區,18334,4,21.817
臺中市東區,76025,10,13.154
臺中市南區,126551,7,5.531
臺中市大甲區,76923,9,11.7
臺中市大安區,19110,3,15.699
臺中市龍井區,77901,6,7.702
臺中市西區,115295,6,5.204
臺中市北區,147440,6,4.069
臺中市西屯區,230006,14,6.087
臺中市北屯區,282804,13,4.597
臺中市豐原區,166880,11,6.592
臺中市東勢區,49850,1,2.006
臺中市沙鹿區,94629,10,10.568
臺中市后里區,54666,2,3.659
臺中市神岡區,65635,4,6.094
臺中市潭子區,109352,11,10.059
臺中市大雅區,95694,2,2.09
臺中市清水區,87469,4,4.573
臺中市梧棲區,58860,8,13.592
臺北市大安區,307539,17,5.528
臺北市文山區,272077,5,1.838
臺北市信義區,220537,5,2.267
臺北市萬華區,187494,8,4.267
臺北市中正區,157780,10,6.338
臺北市南港區,120448,3,2.491
臺北市松山區,204050,4,1.96
臺北市大同區,126187,7,5.547
臺北市中山區,227698,13,5.709
臺北市內湖區,286061,12,4.195
臺北市士林區,283855,9,3.171
臺北市北投區,253438,9,3.551
臺南市新營區,77114,6,7.781
臺南市鹽水區,25284,7,27.685
臺南市白河區,27767,3,10.804
臺南市柳營區,21112,4,18.947
臺南市後壁區,23071,6,26.007
臺南市東山區,20528,1,4.871
臺南市麻豆區,43990,8,18.186
臺南市下營區,23707,5,21.091
臺南市六甲區,21936,5,22.794
臺南市官田區,21316,2,9.383
臺南市大內區,9426,0,0
臺南市佳里區,59063,8,13.545
臺南市學甲區,25524,0,0
臺南市西港區,24567,5,20.353
臺南市新化區,43314,13,30.013
臺南市新市區,37208,5,13.438
臺南市安定區,30454,5,16.418
臺南市玉井區,13835,7,50.596
臺南市楠西區,9353,1,10.692
臺南市南化區,8599,4,46.517
臺南市左鎮區,4699,1,21.281
臺南市仁德區,76041,10,13.151
臺南市歸仁區,68112,7,10.277
臺南市關廟區,34225,4,11.687
臺南市龍崎區,3934,2,50.839
臺南市永康區,235667,16,6.789
臺南市北區,131632,16,12.155
臺南市七股區,22382,6,26.807
臺南市將軍區,19463,1,5.138
臺南市北門區,10879,1,9.192
臺南市安南區,194065,14,7.214
臺南市南區,124807,6,4.807
臺南市東區,185967,10,5.377
臺南市安平區,67046,4,5.966
臺南市中西區,78331,8,10.213
臺南市善化區,49872,5,10.026
臺南市山上區,7204,0,0
臺東縣成功鎮,13816,4,28.952
臺東縣綠島鄉,4076,0,0
臺東縣蘭嶼鄉,5143,0,0
臺東縣鹿野鄉,7736,1,12.927
臺東縣池上鄉,8149,2,24.543
臺東縣延平鄉,3540,0,0
臺東縣金峰鄉,3710,0,0
臺東縣臺東市,105195,22,20.914
臺東縣卑南鄉,17187,4,23.273
臺東縣東河鄉,8385,3,35.778
臺東縣長濱鄉,7069,1,14.146
臺東縣太麻里鄉,11033,3,27.191
臺東縣達仁鄉,3509,3,85.494
臺東縣大武鄉,5873,2,34.054
臺東縣關山鎮,8621,0,0
臺東縣海端鄉,4124,1,24.248
花蓮縣鳳林鎮,10796,0,0
花蓮縣光復鄉,12582,0,0
花蓮縣瑞穗鄉,11460,2,17.452
花蓮縣富里鄉,10204,2,19.6
花蓮縣萬榮鄉,6330,1,15.798
花蓮縣吉安鄉,83584,8,9.571
花蓮縣壽豐鄉,17869,6,33.578
花蓮縣豐濱鄉,4541,1,22.022
花蓮縣秀林鄉,15960,4,25.063
花蓮縣玉里鎮,23727,3,12.644
花蓮縣卓溪鄉,6052,2,33.047
花蓮縣花蓮市,103337,7,6.774
花蓮縣新城鄉,20134,0,0
苗栗縣三灣鄉,6546,3,45.83
苗栗縣南庄鄉,9853,0,0
苗栗縣苗栗市,88115,11,12.484
苗栗縣卓蘭鎮,16474,1,6.07
苗栗縣大湖鄉,14243,0,0
苗栗縣公館鄉,32830,2,6.092
苗栗縣銅鑼鄉,17647,4,22.667
苗栗縣頭屋鄉,10506,1,9.518
苗栗縣三義鄉,16009,3,18.739
苗栗縣西湖鄉,6902,3,43.466
苗栗縣造橋鄉,12526,2,15.967
苗栗縣獅潭鄉,4255,4,94.007
苗栗縣泰安鄉,5894,0,0
苗栗縣苑裡鎮,44945,5,11.125
苗栗縣通霄鎮,33580,3,8.934
苗栗縣竹南鎮,86438,7,8.098
苗栗縣後龍鎮,35781,5,13.974
苗栗縣頭份市,103549,10,9.657
連江縣南竿鄉,7572,0,0
連江縣北竿鄉,2585,0,0
連江縣莒光鄉,1562,0,0
連江縣東引鄉,1341,1,74.571
金門縣金寧鄉,32431,2,6.167
金門縣烏坵鄉,679,0,0
金門縣金城鎮,43295,0,0
金門縣金沙鎮,20767,1,4.815
金門縣金湖鎮,30049,1,3.328
金門縣烈嶼鄉,12766,0,0
雲林縣麥寮鄉,46864,9,19.205
雲林縣斗六市,108601,7,6.446
雲林縣斗南鎮,44287,9,20.322
雲林縣虎尾鎮,70980,11,15.497
雲林縣西螺鎮,45826,9,19.64
雲林縣土庫鎮,28603,10,34.961
雲林縣北港鎮,39521,11,27.833
雲林縣古坑鄉,31273,6,19.186
雲林縣大埤鄉,18824,3,15.937
雲林縣莿桐鄉,28491,8,28.079
雲林縣林內鄉,17914,4,22.329
雲林縣二崙鄉,26474,6,22.664
雲林縣崙背鄉,24075,8,33.229
雲林縣東勢鄉,14480,1,6.906
雲林縣褒忠鄉,12710,0,0
雲林縣元長鄉,25199,6,23.81
雲林縣水林鄉,24845,5,20.125
雲林縣臺西鄉,23362,2,8.561
雲林縣四湖鄉,22855,4,17.502
雲林縣口湖鄉,26882,7,26.04
高雄市旗津區,28214,1,3.544
高雄市小港區,157722,7,4.438
高雄市鹽埕區,23935,0,0
高雄市三民區,339345,19,5.599
高雄市新興區,50986,3,5.884
高雄市楠梓區,187467,14,7.468
高雄市鳳山區,359861,21,5.836
高雄市大寮區,112330,21,18.695
高雄市大樹區,42161,11,26.09
高雄市大社區,34497,2,5.798
高雄市仁武區,89337,11,12.313
高雄市鳥松區,44883,9,20.052
高雄市岡山區,97107,25,25.745
高雄市橋頭區,38212,9,23.553
高雄市燕巢區,29745,1,3.362
高雄市田寮區,7091,1,14.102
高雄市阿蓮區,28515,6,21.042
高雄市路竹區,52204,8,15.324
高雄市湖內區,29745,6,20.171
高雄市旗山區,36344,7,19.26
高雄市前金區,26848,7,26.073
高雄市美濃區,39178,5,12.762
高雄市六龜區,12704,2,15.743
高雄市甲仙區,5959,1,16.781
高雄市杉林區,11721,1,8.532
高雄市內門區,14250,6,42.105
高雄市苓雅區,168881,8,4.737
高雄市前鎮區,187750,12,6.391
高雄市茂林區,1948,1,51.335
高雄市桃源區,4268,0,0
高雄市那瑪夏區,3152,0,0
高雄市林園區,69652,3,4.307
高雄市茄萣區,30030,2,6.66
高雄市永安區,13816,1,7.238
高雄市彌陀區,19082,3,15.722
高雄市梓官區,35760,5,13.982
高雄市鼓山區,140977,5,3.547
高雄市左營區,197522,13,6.582
