縣市,鄉鎮市區,路口,件數,死亡人數,受傷人數,補助
臺北市,中山區,五常街、民族東路410巷,3,0,5,有
新北市,淡水區,英專路、清水街,3,0,5,無
臺北市,中正區,中山南路、青島東路,3,0,5,有
臺北市,中正區,博愛路、武昌街一段,3,0,5,有
高雄市,新興區,五福二路、復興二路,3,0,5,有
臺北市,中山區,民權東路二段、松江路,3,0,5,有
臺北市,大安區,辛亥路三段、辛亥路三段157巷,3,0,5,有
新北市,泰山區,明志路、民生路,3,0,5,無
新北市,三重區,三和路二段、長壽街,3,0,5,無
臺北市,松山區,市民大道六段、松山路,3,0,5,有
臺北市,中正區,忠孝東路一段、紹興南街,3,0,5,有
臺中市,太平區,中山路三段、富宜路,3,0,5,有
臺中市,豐原區,三豐路一段、圓環北路一段,3,0,5,無
新北市,中和區,景平路、景新街,3,0,5,無
高雄市,鳳山區,八德路、文衡路,3,0,5,有
高雄市,苓雅區,四維三路、林森二路,3,0,5,有
新北市,中和區,景新街、興南路,3,0,5,無
新北市,永和區,竹林路39巷、竹林路,3,0,5,無
桃園市,桃園區,永安路、富國路,3,0,5,有
桃園市,桃園區,同德五街、藝文一街,3,0,5,有
臺北市,萬華區,康定路、桂林路,3,0,5,有
臺北市,大同區,重慶北路三段、民權西路,3,0,5,有
臺北市,中正區,三元街、南海路,3,0,5,有
臺中市,中區,光復路、市府路,3,0,5,有
臺北市,大安區,信義路四段、安和路二段,3,0,5,有
臺中市,南屯區,大墩路、大業路,3,0,5,有
臺中市,西屯區,臺灣大道四段、福安路,3,0,5,有
新北市,蘆洲區,永樂街38巷、永樂街,3,0,5,有
新北市,板橋區,中正路、大仁街,3,0,5,無
新北市,板橋區,中山路一段、新站路,3,0,5,無
新北市,中和區,中和路、南山路,3,0,5,無
新北市,中和區,安平路、安和路,3,0,5,無
高雄市,鼓山區,明誠三路、裕誠路,3,0,5,有
新北市,三重區,正義北路、龍門路,3,0,5,無
臺北市,大安區,和平東路三段、富陽街,3,0,5,有
臺北市,大同區,承德路三段、庫倫街,3,0,5,有
臺北市,北投區,立農街二段、義理街,3,0,5,有
臺北市,中山區,長安東路二段、伊通街,3,0,5,有
臺中市,烏日區,中山路一段、信義街,3,0,5,無
臺北市,內湖區,基湖路10巷、堤頂大道二段407巷,3,0,5,有
新北市,汐止區,新台五路一段、新興路,3,0,5,無
新北市,三重區,重陽路四段、大智街,3,1,2,無
臺北市,中正區,忠孝西路一段、公園路,3,1,2,有
新北市,蘆洲區,長榮路、光榮路,3,1,2,無
臺中市,中區,自由路二段、光復路,3,1,2,有
臺北市,文山區,木柵路三段、保儀路,3,1,2,有
桃園市,中壢區,莊敬路、永強街,3,1,2,有
臺中市,北屯區,崇德路三段、崇德九路,2,0,7,有
臺北市,文山區,興隆路二段、興隆路二段22巷,2,0,7,有
臺中市,大里區,中興路一段272巷、中興路一段,2,2,1,無
臺北市,中正區,桃源街、寶慶路,3,0,4,有
臺北市,中正區,延平南路、愛國西路,3,0,4,有
臺中市,太平區,東平路、東村路,3,0,4,有
臺北市,中山區,長安東路一段、長安東路一段53巷,3,0,4,有
臺南市,北區,成功路、裕民街,3,0,4,有
臺北市,中正區,館前路、信陽街,3,0,4,有
臺北市,萬華區,環河南路二段、廣州街,3,0,4,有
高雄市,鳳山區,文衡路、文化路,3,0,4,有
高雄市,三民區,九如一路、光武路,3,0,4,無
新北市,汐止區,忠孝東路、茄苳路,3,0,4,無
新北市,五股區,水碓一路、自強路,3,0,4,有
新北市,三重區,重陽路四段、三和路三段,3,0,4,無
新北市,三重區,成功路、集成路,3,0,4,無
臺中市,烏日區,中山路一段、中華路,3,0,4,無
臺中市,南屯區,五權西路二段、精誠路,3,0,4,有
臺中市,豐原區,中山路、博愛街,3,0,4,有
臺北市,士林區,延平北路六段、永平街,3,0,4,有
臺中市,豐原區,豐南街、育仁路,3,0,4,有
新北市,新店區,中正路418巷、中正路,3,0,4,無
新北市,板橋區,縣民大道一段、華興街,3,0,4,無
桃園市,楊梅區,環東路、新農街,3,0,4,無
桃園市,龜山區,大同路、自強南路,3,0,4,有
高雄市,鳳山區,鳳林路、杭州街,3,0,4,無
新北市,新莊區,中正路、新興街,3,0,4,無
新北市,板橋區,文聖街、大同街,3,0,4,無
桃園市,龜山區,文化二路、復興二路,3,0,4,有
新北市,三重區,中正南路、電信街,3,0,4,無
臺北市,中山區,林森北路、民族東路,3,0,4,有
臺中市,北屯區,北屯路、松山街,3,0,4,有
臺北市,士林區,忠誠路一段、德行東路,3,0,4,有
臺中市,西屯區,西屯路二段、文華路,3,0,4,有
臺北市,文山區,木柵路一段、辛亥路七段,3,0,4,有
臺北市,北投區,行義路、泉源路,3,0,4,有
臺北市,信義區,和平東路三段、信安街,3,0,4,有
臺北市,大安區,仁愛路三段、復興南路一段,3,0,4,有
臺北市,大同區,昌吉街、昌吉街110巷,3,0,4,有
臺北市,中正區,汀州路二段、重慶南路三段,3,0,4,有
臺北市,中正區,重慶南路一段、忠孝西路一段,3,0,4,有
臺北市,中山區,長春路、龍江路,3,0,4,有
臺北市,大同區,延平北路二段、涼州街,3,0,4,有
臺北市,萬華區,康定路、內江街,3,0,4,有
新北市,汐止區,汐萬路一段、長江街,3,0,4,無
新北市,新莊區,民安路、後港一路,3,0,4,無
高雄市,三民區,大順二路、建興路,3,0,4,無
高雄市,苓雅區,中華四路、興中二路,3,0,4,有
高雄市,鼓山區,明誠三路、華榮路,3,0,4,有
桃園市,八德區,義勇街、忠勇街,3,0,4,有
桃園市,平鎮區,民族路、廣成街,3,0,4,有
桃園市,桃園區,永安路、永康街,3,0,4,有
桃園市,桃園區,中正路、中華路,3,0,4,有
新北市,三重區,中正北路64巷、中正北路,3,0,4,無
臺中市,豐原區,信義街、復興路,3,0,4,有
桃園市,龜山區,文化二路、文二一街,3,0,4,有
新北市,板橋區,漢生東路279巷、漢生東路,3,0,4,無
臺中市,北屯區,文心路四段、綏遠路二段,3,0,4,有
臺中市,南屯區,大業路、河南路四段,3,0,4,有
臺北市,大安區,市民大道四段、光復南路,3,0,4,有
臺北市,大安區,忠孝東路三段、復興南路一段,3,0,4,有
臺北市,中山區,松江路、錦州街,3,0,4,有
臺北市,松山區,八德路三段、延吉街,3,0,4,有
臺北市,萬華區,環河南路二段、長順街,3,0,4,有
桃園市,中壢區,中華路一段、興仁路一段,3,0,4,無
桃園市,桃園區,文中路、正光路,3,0,4,有
桃園市,桃園區,成功路一段、民權路,3,0,4,有
桃園市,中壢區,環北路、福州一街,3,0,4,無
桃園市,楊梅區,中興路、永美路,3,0,4,無
桃園市,八德區,和平路、東勇街,3,0,4,有
新北市,三重區,龍門路、龍濱路,3,0,4,無
新北市,土城區,中正路、和平路,3,0,4,無
桃園市,桃園區,復興路、南華街,3,0,4,無
新北市,板橋區,新海路、長江路,3,0,4,無
新北市,新莊區,中央路、福壽街,3,0,4,無
高雄市,三民區,大豐二路、義德路,3,0,4,有
桃園市,龜山區,萬壽路二段、中興路,3,0,4,無
高雄市,前金區,中華三路、河南二路,3,0,4,無
桃園市,桃園區,大興西路一段、同安街,3,0,4,有
高雄市,三民區,大順二路、大豐二路,3,0,4,無
臺南市,東區,裕文路、裕忠路,3,0,4,有
新北市,蘆洲區,中山二路、和平路,3,0,4,有
臺中市,西區,自由路一段、康樂街,3,0,4,有
新北市,汐止區,中興路、福德一路,3,0,4,有
新北市,中和區,中安街、新興街,3,0,4,無
臺北市,大同區,長安西路、南京西路64巷,3,0,4,有
臺北市,信義區,仁愛路四段、逸仙路,3,0,4,有
臺北市,信義區,松隆路、永吉路,3,0,4,有
臺中市,中區,建國路、成功路,3,0,4,有
臺南市,永康區,中華路、中華路619巷,3,0,4,無
臺中市,北區,學士路、五順街,3,0,4,有
臺北市,內湖區,內湖路一段737巷、內湖路一段737巷51弄,3,0,4,有
臺南市,中西區,海安路二段、民生路二段,3,0,4,有
臺南市,永康區,中華路、中華二路,3,0,4,無
臺北市,松山區,光復北路、光復北路190巷,3,0,4,有
臺北市,信義區,松山路、松隆路,3,0,4,有
臺北市,信義區,福德街、林口街,3,0,4,有
臺北市,南港區,忠孝東路七段、研究院路一段,3,0,4,有
臺北市,萬華區,西園路一段、西園路一段72巷,3,0,4,有
臺北市,萬華區,康定路、武昌街二段,3,0,4,有
新北市,永和區,中正路、永利路,3,0,4,無
新北市,永和區,民權路1巷、民生路,3,0,4,無
新北市,汐止區,忠孝東路、仁愛路,3,0,4,無
新北市,板橋區,中山路一段、館前西路,3,0,4,有
新北市,板橋區,忠孝路、重慶路,3,0,4,無
臺北市,士林區,延平北路六段、社中街,3,0,4,有
臺北市,大安區,信義路四段、復興南路一段,3,0,4,有
臺中市,南屯區,大墩路、大墩十七街,3,0,4,有
新北市,新莊區,龍安路、福營路,3,0,4,無
桃園市,八德區,中山路、興豐路,3,0,4,有
桃園市,平鎮區,環南路三段、德育路二段,3,0,4,有
新北市,中和區,景新街410巷、景新街,3,0,4,無
臺北市,中山區,農安街、雙城街,3,0,4,有
臺北市,內湖區,內湖路一段、基湖路,3,0,4,有
新北市,板橋區,四維路128巷、四維路,3,0,4,無
新北市,中和區,南山路、復興路,3,0,4,無
臺中市,北屯區,進化北路、國校巷,3,0,4,有
臺北市,萬華區,環河南路二段、環河南路二段175巷,3,0,4,有
臺中市,北屯區,太原路三段、三光巷,3,0,4,有
臺南市,安平區,郡平路、健康三街,3,0,4,有
新北市,三峽區,復興路、和平街,3,0,4,有
新北市,三重區,重新路五段、中興北街,3,0,4,無
臺北市,南港區,市民大道七段、玉成街,2,0,6,有
高雄市,左營區,博愛二路、明華一路,2,0,6,有
新北市,永和區,福和路93巷、福和路,2,0,6,無
臺中市,中區,三民路、公園路,2,1,3,有
臺中市,太平區,中平九街、太平十六街,2,1,3,有
臺中市,北區,進化路、興進路,2,1,3,有
臺北市,士林區,德行東路、德行東路46巷,2,1,3,有
高雄市,楠梓區,加昌路、區東路,2,1,3,有
高雄市,大寮區,鳳林三路、進學路,2,1,3,無
高雄市,左營區,左營新路、孔營路,2,1,3,有
新北市,淡水區,中山路、文化路,2,1,3,無
臺北市,中正區,和平西路一段、重慶南路三段,2,1,3,有
高雄市,苓雅區,四維一路、凱旋二路,3,0,3,有
臺北市,士林區,延平北路六段、中正路,3,0,3,有
新北市,板橋區,四川路一段、忠孝路,3,0,3,無
新北市,板橋區,府中路、西門街,3,0,3,無
新北市,淡水區,中山北路一段247巷、中山北路一段,3,0,3,有
桃園市,龍潭區,中正路、新龍路,3,0,3,有
桃園市,桃園區,國際路一段、吉昌街,3,0,3,有
新北市,中和區,中正路、錦和路,3,0,3,無
新北市,中和區,民德路、國光街,3,0,3,無
新北市,三峽區,三樹路、大學路,3,0,3,無
新北市,三峽區,學勤路、大義路,3,0,3,無
新北市,永和區,永貞路、永亨路,3,0,3,無
新北市,永和區,保安路、永平路,3,0,3,無
臺南市,安平區,國平路、建平七街,3,0,3,有
臺北市,萬華區,廣州街、梧州街,3,0,3,有
桃園市,桃園區,大業路一段、民光東路,3,0,3,有
桃園市,八德區,介壽路二段、豐德路,3,0,3,無
桃園市,平鎮區,民族路、忠孝路,3,0,3,有
桃園市,平鎮區,新富五街、新富街70巷,3,0,3,有
高雄市,左營區,文府路、重忠路,3,0,3,有
桃園市,新屋區,中興路、三民路,3,0,3,有
桃園市,龍潭區,大昌路二段、健行路,3,0,3,有
桃園市,桃園區,大興西路一段、新埔六街,3,0,3,有
臺北市,北投區,大興街、清江路,3,0,3,有
臺北市,信義區,松壽路、市府路,3,0,3,有
臺北市,南港區,市民大道七段、向陽路,3,0,3,有
臺北市,萬華區,昆明街、漢口街二段,3,0,3,有
基隆市,信義區,信一路、義七路,15,0,17,有
基隆市,信義區,信一路、義六路,13,0,17,有
基隆市,安樂區,安樂路二段、安和一街,11,1,14,無
基隆市,信義區,信一路、義四路,10,0,15,有
基隆市,七堵區,明德一路、崇智街,11,0,13,無
基隆市,中山區,中山一路、新民路,11,1,10,有
基隆市,仁愛區,孝二路、忠三路,9,0,11,無
新竹市,北區,西大路、北大路,9,0,10,無
基隆市,安樂區,安一路、樂一路,8,0,11,無
基隆市,仁愛區,仁一路、愛四路,6,2,8,有
彰化縣,花壇鄉,中山路二段、中正路,8,0,10,無
基隆市,中山區,中華路、通仁街,6,1,10,無
基隆市,中山區,安一路、西定路,8,0,9,無
基隆市,中山區,西定路、安一路,7,0,10,無
基隆市,中正區,信一路、義一路,7,0,10,無
宜蘭縣,羅東鎮,興東路、倉前路,6,1,8,無
基隆市,仁愛區,仁一路、愛五路,7,0,9,有
基隆市,暖暖區,暖暖街、東勢街,7,0,9,無
基隆市,安樂區,基金一路208巷、基金一路,7,0,8,無
基隆市,七堵區,光明路、自治街,7,0,8,有
基隆市,中正區,信一路、義二路,7,0,7,有
新竹市,東區,中央路、民權路,6,0,8,無
屏東縣,屏東市,大連路、莊敬街一段,6,0,8,無
彰化縣,花壇鄉,中山路一段、光明路,6,1,5,無
基隆市,信義區,信二路、義三路,5,0,9,無
基隆市,仁愛區,仁一路、愛六路,6,0,7,有
基隆市,仁愛區,仁一路、愛九路,6,0,7,有
基隆市,七堵區,實踐路、百六街,6,0,7,有
花蓮縣,花蓮市,國聯一路、國聯三路,6,0,7,有
彰化縣,彰化市,中山路一段、雲長路,6,0,7,無
基隆市,中山區,西定路42巷、西定路,5,0,8,無
基隆市,仁愛區,仁一路、愛三路,6,0,6,無
基隆市,仁愛區,仁四路、愛三路,6,0,6,無
花蓮縣,花蓮市,國聯四路、國聯五路,6,0,6,有
雲林縣,虎尾鎮,林森路二段、八德街,4,0,9,有
基隆市,信義區,信二路、義七路,5,0,7,無
基隆市,仁愛區,成功一路、光二路,5,0,7,無
基隆市,仁愛區,仁四路、愛二路,5,0,7,無
基隆市,仁愛區,公園街、忠三路,5,0,7,無
宜蘭縣,羅東鎮,公正路、中華路,5,0,7,無
彰化縣,彰化市,中正路二段、華山路,5,0,7,無
彰化縣,彰化市,金馬路二段、彰新路一段,5,0,7,無
基隆市,中正區,中正路、正榮街,4,0,8,無
新竹市,東區,力行路、力行三路,5,0,6,無
花蓮縣,花蓮市,中正路、和平路,5,0,6,無
花蓮縣,花蓮市,和平路、建林街,5,0,6,無
彰化縣,員林市,莒光路、至善街,5,0,6,無
嘉義縣,新港鄉,宮前村中山路、登雲路,4,0,7,無
新竹縣,竹東鎮,中興路三段、中央路,4,0,7,有
雲林縣,虎尾鎮,林森路一段、中山路,4,0,7,無
基隆市,仁愛區,忠一路、孝四路,4,0,7,無
基隆市,仁愛區,仁一路、劉銘傳路,4,0,7,有
苗栗縣,苗栗市,忠孝路、縣府路,4,0,7,無
基隆市,信義區,信一路、義三路,4,1,4,有
基隆市,信義區,深溪路、深美街,5,0,5,有
苗栗縣,竹南鎮,中正路、大營路,5,0,5,有
基隆市,中正區,義一路、信五路,5,0,5,無
基隆市,中正區,中正路、正濱路,5,0,5,無
基隆市,七堵區,明德二路、工東街,5,0,5,無
苗栗縣,頭份市,中正路、民族路,5,0,5,有
苗栗縣,頭份市,自強路、仁愛路,5,0,5,無
彰化縣,鹿港鎮,中山路、民權路,5,0,5,有
彰化縣,彰化市,中山路二段、南校街,3,1,5,無
新竹縣,新埔鎮,中正路、和平街,4,0,6,有
新竹市,東區,西大路、南大路,4,0,6,有
基隆市,中正區,信六路、義一路,4,0,6,無
新竹市,東區,三民路、民權路,4,0,6,有
宜蘭縣,羅東鎮,公正路、忠孝路,4,0,6,無
雲林縣,斗六市,成功路、榮譽路,3,2,2,無
屏東縣,屏東市,自由路、博愛路,4,1,3,無
新竹縣,竹東鎮,大同路、信義路,3,0,7,有
基隆市,仁愛區,忠三路、孝二路,3,1,4,無
基隆市,仁愛區,成功一路、光一路,4,0,5,無
基隆市,安樂區,基金一路、武嶺街,4,0,5,無
基隆市,安樂區,基金一路135巷、基金一路,4,0,5,無
新竹市,北區,中正路、中山路,4,0,5,無
雲林縣,虎尾鎮,林森路一段、德興路,4,0,5,有
基隆市,中正區,新豐街251巷、新豐街,4,0,5,無
基隆市,仁愛區,仁二路、愛五路,4,0,5,無
基隆市,中正區,中正路、中船路,4,0,5,無
屏東縣,屏東市,民生東路、瑞光路一段,4,0,5,無
宜蘭縣,羅東鎮,興東南路、南門路,4,0,5,無
宜蘭縣,宜蘭市,中山路五段、大福路二段,4,0,5,無
彰化縣,彰化市,彰南路三段、一心南街,4,0,5,無
新竹市,東區,東門街、民族路,3,0,6,無
屏東縣,屏東市,公園路、中華路,3,0,6,無
新竹市,北區,中山路、崧嶺路,3,0,6,有
基隆市,安樂區,基金一路、武崙街,3,0,6,無
基隆市,安樂區,麥金路、安樂路二段,3,0,6,無
新竹縣,竹北市,中正東路、三民路,3,1,3,有
新竹市,香山區,中華路、大庄路,4,0,4,無
新竹市,東區,園區二路、力行三路,4,0,4,無
彰化縣,彰化市,中正路一段、民生路,4,0,4,有
彰化縣,鹿港鎮,中山路、三民路,4,0,4,有
彰化縣,員林市,莒光路、靜修路,4,0,4,無
基隆市,安樂區,安樂路一段、樂一路81巷,4,0,4,無
基隆市,信義區,信二路、義六路,4,0,4,無
基隆市,信義區,信二路、壽山路,4,0,4,無
基隆市,信義區,信一路、義九路,4,0,4,無
基隆市,仁愛區,成功一路、安樂路一段,4,0,4,無
基隆市,暖暖區,源遠路、碇內街,4,0,4,無
新竹市,北區,西門街、四維路,4,0,4,有
新竹市,北區,經國路二段、城北街,4,0,4,無
雲林縣,北港鎮,中山路、光明路,4,0,4,無
基隆市,中正區,中船路、義二路,4,0,4,無
基隆市,中山區,中華路、復旦路,4,0,4,無
基隆市,仁愛區,仁二路137巷、仁二路,4,0,4,無
基隆市,仁愛區,仁五路、愛一路,4,0,4,無
基隆市,仁愛區,仁四路、愛一路,4,0,4,無
基隆市,中正區,義二路、信五路,4,0,4,無
基隆市,中正區,信二路、義二路,4,0,4,無
苗栗縣,頭份市,信東路、忠孝一路,4,0,4,無
苗栗縣,頭份市,中華路、民族路,4,0,4,有
苗栗縣,頭份市,中華路、和平路,4,0,4,有
基隆市,七堵區,明德一路、自治北街,4,0,4,無
花蓮縣,壽豐鄉,中山路二段、中正路,4,0,4,無
花蓮縣,花蓮市,中正路、明禮路,4,0,4,無
花蓮縣,花蓮市,中央路三段、莊敬路,4,0,4,無
宜蘭縣,羅東鎮,中山路二段、光榮路,3,0,5,無
南投縣,竹山鎮,雲林路、下橫街,3,0,5,無
屏東縣,屏東市,公園路、仁德路,3,0,5,無
苗栗縣,頭份市,銀河路、民族路,3,0,5,有
新竹市,北區,中山路、北門街,3,0,5,無
新竹市,北區,中山路、育英路,3,0,5,有
新竹市,北區,中正路、經國路,3,0,5,無
基隆市,信義區,深澳坑路、深溪路,3,0,5,無
雲林縣,斗六市,民生路、大同路,3,0,5,無
基隆市,仁愛區,忠一路、港西街,3,0,5,無
基隆市,安樂區,麥金路、樂利三街,3,0,5,無
新竹市,東區,西大路、文昌街,3,0,5,有
新竹縣,竹北市,莊敬三路、勝利二路,3,0,5,無
新竹縣,新豐鄉,新興路、忠信街,3,0,5,無
彰化縣,員林市,大同路二段、大勇街,3,0,5,無
彰化縣,彰化市,曉陽路、南瑤路,3,1,2,無
宜蘭縣,蘇澳鎮,江夏路、南安路,3,1,2,有
彰化縣,和美鎮,彰新路五段、嘉卿路二段,1,1,5,有
屏東縣,高樹鄉,南興路、慈新路,2,0,6,無
基隆市,中山區,西定路、復興路,2,1,3,無
基隆市,中山區,復興路、德安路,3,0,4,無
基隆市,中正區,祥豐街、正榮街,3,0,4,無
基隆市,七堵區,明德一路、自治街,3,0,4,無
基隆市,安樂區,麥金路、樂利二街,3,0,4,無
基隆市,信義區,東信路、東光路,3,0,4,無
基隆市,信義區,東信路、東明路,3,0,4,無
基隆市,信義區,深美街、教忠街,3,0,4,無
基隆市,信義區,信二路、義四路,3,0,4,無
基隆市,信義區,信二路、義五路,3,0,4,無
基隆市,仁愛區,愛三路、仁四路,3,0,4,無
雲林縣,斗六市,中山路、大同路,3,0,4,無
雲林縣,斗六市,中山路、城頂街,3,0,4,無
新竹市,北區,東大路三段、富美路,3,0,4,有
花蓮縣,花蓮市,中正路、中原路,3,0,4,無
花蓮縣,花蓮市,中美路、化道路,3,0,4,有
宜蘭縣,羅東鎮,中山路、光榮路,3,0,4,無
屏東縣,屏東市,永大路、武愛街,3,0,4,無
屏東縣,屏東市,復興路、民族路,3,0,4,無
南投縣,南投市,南崗二路、文化路,3,0,4,無
南投縣,埔里鎮,中山路二段、北環路,3,0,4,無
南投縣,草屯鎮,大成街、育英街,3,0,4,無
彰化縣,社頭鄉,中山路二段、中興路,3,0,4,無
彰化縣,秀水鄉,彰水路一段、文化街,3,0,4,無
新竹縣,新豐鄉,新興路、松林街,3,0,4,無
新竹縣,新豐鄉,新興路、建興路,3,0,4,無
新竹縣,新豐鄉,新興路、泰安街,3,0,4,無
新竹縣,湖口鄉,達生路、民生街,3,0,4,無
新竹市,東區,光復路一段、科學園路,3,0,4,無
新竹市,東區,中央路、文化街,3,0,4,無
新竹市,東區,關新路、關新北路,3,0,4,有
新竹市,東區,新安路、研發六路,3,0,4,無
新竹縣,竹北市,中正西路、國興街,3,0,4,無
彰化縣,彰化市,南校街、博愛街,3,0,4,無
彰化縣,員林市,員水路二段、大同路一段,3,0,4,無
彰化縣,彰化市,中山路二段、中民街,3,0,4,無
彰化縣,彰化市,旭光路、光華街,3,0,4,無
彰化縣,彰化市,自強路、泰安二街,3,0,4,有
彰化縣,彰化市,民生路、長壽街,3,0,4,無
彰化縣,彰化市,民生路、中華路,2,0,5,無
澎湖縣,馬公市,水源路、北辰街,2,0,5,無
新竹市,香山區,牛埔東路、東華路,2,0,5,無
新竹市,東區,光復路二段、大學路,2,0,5,無
屏東縣,屏東市,公園路、民權路,2,0,5,無
屏東縣,屏東市,和生路一段、歸仁路91巷,1,2,1,無
屏東縣,屏東市,仁愛路、民生路,2,1,2,無
屏東縣,車城鄉,中山路、田中路,2,1,2,無
花蓮縣,花蓮市,福建街、長安街,2,1,2,無
宜蘭縣,宜蘭市,舊城南路、民權路二段38巷,2,1,2,無
新竹市,北區,經國路二段、中和路,2,1,2,無
新竹市,北區,中正路、境福街,2,1,2,有
新竹縣,湖口鄉,中華路、自強路,2,1,2,無
彰化縣,溪州鄉,中山路四段、文化路,2,1,2,無
彰化縣,彰化市,中興路、大埔路,3,0,3,有
彰化縣,彰化市,金馬路二段、茄苳路一段,3,0,3,無
彰化縣,溪湖鎮,彰水路四段、培英路,3,0,3,無
臺東縣,卑南鄉,太平路、和平路,3,0,3,無
臺東縣,臺東市,中華路一段、新生路,3,0,3,無
新竹縣,新埔鎮,中正路、廣和路,3,0,3,有
新竹縣,新豐鄉,松林街、尚仁街,3,0,3,無
新竹縣,竹東鎮,中興路三段、學府路,3,0,3,有
新竹縣,竹東鎮,中豐路二段、幸福路,3,0,3,無
新竹縣,竹北市,福興路、博愛街,3,0,3,無
新竹市,東區,光復路二段、建功路,3,0,3,無
新竹市,東區,慈雲路、埔頂二路,3,0,3,無
新竹市,東區,埔頂二路、立鵬路,3,0,3,有
新竹市,東區,建功一路、水源街,3,0,3,無
新竹市,香山區,中華路五段、元培街,3,0,3,無
新竹縣,竹北市,中正西路、華興街,3,0,3,有
新竹縣,竹北市,光明六路東二段、嘉興路,3,0,3,有
新竹縣,關西鎮,中山路、正義路,3,0,3,有
新竹縣,關西鎮,正義路、大同路,3,0,3,有
嘉義市,西區,垂楊路、新榮路,3,0,3,無
彰化縣,大村鄉,中山路一段、中興街,3,0,3,無
彰化縣,大村鄉,中山路二段、中正東路,3,0,3,無
彰化縣,伸港鄉,中山路、新港路,3,0,3,無
彰化縣,和美鎮,道周路、平安路,3,0,3,無
彰化縣,北斗鎮,中山路二段、文苑路一段,3,0,3,無
彰化縣,北斗鎮,中華路、光復路,3,0,3,有
彰化縣,田中鎮,中正路、斗中路一段,3,0,3,無
彰化縣,社頭鄉,員集路二段、清水岩路,3,0,3,無
新竹市,北區,北大路、北新街,3,0,3,無
新竹市,北區,經國路、延平路,3,0,3,無
雲林縣,斗南鎮,中山路、文元街,3,0,3,無
雲林縣,斗南鎮,建國二路、中興路,3,0,3,無
基隆市,信義區,深溪路36巷、深溪路,3,0,3,無
基隆市,仁愛區,愛一路、仁四路,3,0,3,無
基隆市,仁愛區,忠四路、孝一路,3,0,3,無
基隆市,仁愛區,忠四路、孝二路,3,0,3,無
基隆市,仁愛區,孝二路、忠四路,3,0,3,無
基隆市,七堵區,百三街、福三街,3,0,3,無
苗栗縣,頭份市,中華路、自強路,3,0,3,無
苗栗縣,頭份市,自強路、和平路,3,0,3,無
苗栗縣,頭份市,自強路、信東路,3,0,3,無
基隆市,中正區,義二路、信二路,3,0,3,無
基隆市,中正區,新豐街333巷、新豐街,3,0,3,無
基隆市,仁愛區,仁五路、愛二路,3,0,3,無
基隆市,仁愛區,仁三路、愛三路,3,0,3,無
基隆市,仁愛區,仁二路、劉銘傳路,3,0,3,無
基隆市,仁愛區,仁一路、愛七路,3,0,3,無
基隆市,中山區,中山一路、港西街,3,0,3,無
苗栗縣,苗栗市,建中街、建中街82巷,3,0,3,無
苗栗縣,苗栗市,為公路、中山路,3,0,3,無
苗栗縣,苗栗市,中正路、日新街,3,0,3,無
苗栗縣,苗栗市,民族路、忠孝路,3,0,3,無
宜蘭縣,礁溪鄉,中山路一段、育才路,3,0,3,無
宜蘭縣,宜蘭市,中山路二段、民權路一段,3,0,3,有
宜蘭縣,宜蘭市,女中路二段、中華路,3,0,3,無
花蓮縣,花蓮市,中山路、富安路,3,0,3,無
花蓮縣,花蓮市,中山路、富國路,3,0,3,無
花蓮縣,花蓮市,中山路、林森路,3,0,3,有
宜蘭縣,羅東鎮,南昌街、清潭路,3,0,3,無
宜蘭縣,羅東鎮,南昌街、博愛路,3,0,3,無
花蓮縣,新城鄉,復興路、民族路,3,0,3,無
南投縣,南投市,彰南路一段、嘉和一路,3,0,3,無
南投縣,南投市,民族路、復興路,3,0,3,無
南投縣,南投市,復興路、祖祠路,3,0,3,無
屏東縣,屏東市,公園路、仁愛路,3,0,3,無
屏東縣,屏東市,民生路、廣東路,3,0,3,無
屏東縣,屏東市,民生路、歸仁路,3,0,3,無
屏東縣,屏東市,廣東路、民學路,3,0,3,無
屏東縣,屏東市,廣東路、博愛路,3,0,3,無
花蓮縣,花蓮市,南濱路、和平路,1,0,6,無
宜蘭縣,宜蘭市,女中路二段、擺厘路,2,0,4,無
宜蘭縣,五結鄉,五結中路三段、三興西路,2,0,4,有
宜蘭縣,礁溪鄉,礁溪路五段、溫泉路,2,0,4,無
屏東縣,屏東市,廣東路、建豐路,2,0,4,無
屏東縣,屏東市,勝利東路、大連路,2,0,4,無
屏東縣,屏東市,自由路、信義路,2,0,4,無
屏東縣,屏東市,和平路、光復路,2,0,4,無
屏東縣,屏東市,民生東路、安心四橫巷,2,0,4,無
屏東縣,屏東市,中山路、永福路,2,0,4,無
南投縣,埔里鎮,北平街、東榮路,2,0,4,無
苗栗縣,竹南鎮,龍山路三段、秀明街,2,0,4,有
苗栗縣,公館鄉,大同路、榮光街,2,0,4,無
苗栗縣,竹南鎮,光復路、華東街,2,0,4,有
基隆市,中正區,中正路、祥豐街,2,0,4,無
基隆市,中正區,義二路、信四路,2,0,4,無
基隆市,中正區,中正路656巷、中正路,2,0,4,無
苗栗縣,苗栗市,中正路、中正路1297巷,2,0,4,有
基隆市,七堵區,明德一路、崇禮街,2,0,4,無
基隆市,仁愛區,忠二路、孝二路,2,0,4,無
基隆市,仁愛區,南榮路319巷、南榮路,2,0,4,無
基隆市,仁愛區,愛三路、仁二路,2,0,4,無
基隆市,仁愛區,愛一路、仁二路,2,0,4,無
