area,population,death,rate
南投縣南投市,99645,9,9.032
南投縣埔里鎮,80682,12,14.873
南投縣草屯鎮,97387,7,7.188
南投縣竹山鎮,54870,3,5.467
南投縣集集鎮,10877,2,18.387
南投縣名間鄉,38443,7,18.209
南投縣鹿谷鄉,17746,0,0
南投縣中寮鄉,14793,2,13.52
南投縣魚池鄉,15857,0,0
南投縣國姓鄉,18719,1,5.342
南投縣水里鄉,17648,3,16.999
南投縣信義鄉,16270,0,0
南投縣仁愛鄉,15914,0,0
嘉義市東區,121556,5,4.113
嘉義市西區,147417,3,2.035
嘉義縣太保市,37998,12,31.581
嘉義縣中埔鄉,44691,5,11.188
嘉義縣番路鄉,11510,4,34.752
嘉義縣水上鄉,49479,10,20.211
嘉義縣東石鄉,24755,3,12.119
嘉義縣朴子市,42176,4,9.484
嘉義縣大林鎮,30968,1,3.229
嘉義縣民雄鄉,71373,8,11.209
嘉義縣溪口鄉,14700,2,13.605
嘉義縣新港鄉,31826,6,18.853
嘉義縣六腳鄉,23157,5,21.592
嘉義縣義竹鄉,18355,0,0
嘉義縣鹿草鄉,15475,2,12.924
嘉義縣竹崎鄉,35737,1,2.798
嘉義縣梅山鄉,19377,2,10.322
嘉義縣大埔鄉,4582,1,21.825
嘉義縣阿里山鄉,5602,2,35.702
嘉義縣布袋鎮,26968,0,0
基隆市暖暖區,38658,4,10.347
基隆市七堵區,53848,1,1.857
基隆市仁愛區,44128,5,11.331
基隆市信義區,52310,2,3.823
基隆市中正區,51777,2,3.863
基隆市中山區,47589,0,0
基隆市安樂區,82302,4,4.86
宜蘭縣蘇澳鎮,39921,3,7.515
宜蘭縣五結鄉,39574,3,7.581
宜蘭縣宜蘭市,95905,6,6.256
宜蘭縣壯圍鄉,24299,1,4.115
宜蘭縣羅東鎮,72483,4,5.519
宜蘭縣員山鄉,32263,5,15.498
宜蘭縣冬山鄉,52957,8,15.107
宜蘭縣三星鄉,21438,3,13.994
宜蘭縣大同鄉,6230,1,16.051
宜蘭縣頭城鎮,29187,4,13.705
宜蘭縣南澳鄉,6047,3,49.611
宜蘭縣礁溪鄉,35620,6,16.844
屏東縣佳冬鄉,19211,1,5.205
屏東縣竹田鄉,17209,1,5.811
屏東縣萬丹鄉,50695,8,15.781
屏東縣屏東市,200024,19,9.499
屏東縣潮州鎮,53969,10,18.529
屏東縣長治鄉,29792,8,26.853
屏東縣麟洛鄉,11115,3,26.991
屏東縣九如鄉,22110,5,22.614
屏東縣里港鄉,26241,2,7.622
屏東縣鹽埔鄉,25796,3,11.63
屏東縣高樹鄉,24475,1,4.086
屏東縣萬巒鄉,20595,1,4.856
屏東縣內埔鄉,54293,14,25.786
屏東縣新埤鄉,10070,0,0
屏東縣崁頂鄉,15544,6,38.6
屏東縣南州鄉,10659,1,9.382
屏東縣琉球鄉,12399,1,8.065
屏東縣三地門鄉,7678,0,0
屏東縣霧臺鄉,3383,0,0
屏東縣瑪家鄉,6820,2,29.326
屏東縣泰武鄉,5405,0,0
屏東縣來義鄉,7441,0,0
屏東縣春日鄉,4887,1,20.462
屏東縣獅子鄉,5008,1,19.968
屏東縣東港鎮,47746,8,16.755
屏東縣恆春鎮,30794,9,29.226
屏東縣枋寮鄉,24486,5,20.42
屏東縣新園鄉,35047,8,22.826
屏東縣林邊鄉,17889,3,16.77
屏東縣車城鄉,8671,0,0
屏東縣滿州鄉,8077,2,24.762
屏東縣枋山鄉,5543,5,90.204
屏東縣牡丹鄉,5011,0,0
彰化縣社頭鄉,43006,3,6.976
彰化縣員林市,124612,3,2.407
彰化縣田中鎮,41693,7,16.789
彰化縣彰化市,232772,12,5.155
彰化縣和美鎮,90713,14,15.433
彰化縣線西鄉,16898,2,11.836
彰化縣伸港鄉,36985,3,8.111
彰化縣秀水鄉,39271,6,15.278
彰化縣花壇鄉,45907,3,6.535
彰化縣芬園鄉,23634,6,25.387
彰化縣溪湖鎮,55441,4,7.215
彰化縣大村鄉,36887,4,10.844
彰化縣埔鹽鄉,32547,1,3.072
彰化縣埔心鄉,34726,2,5.759
彰化縣永靖鄉,37148,4,10.768
彰化縣二水鄉,15240,1,6.562
彰化縣二林鎮,50772,8,15.757
彰化縣埤頭鄉,30593,2,6.537
彰化縣芳苑鄉,33583,12,35.732
彰化縣大城鄉,16835,3,17.82
彰化縣竹塘鄉,15195,2,13.162
彰化縣溪州鄉,29867,1,3.348
彰化縣鹿港鎮,86732,9,10.377
彰化縣福興鄉,47211,8,16.945
彰化縣北斗鎮,33262,4,12.026
彰化縣田尾鄉,27415,2,7.295
新北市永和區,221693,4,1.804
新北市新店區,301983,15,4.967
新北市土城區,237223,5,2.108
新北市蘆洲區,201044,1,0.497
新北市五股區,85772,6,6.995
新北市坪林區,6535,5,76.511
新北市平溪區,4705,0,0
新北市烏來區,6361,1,15.721
